tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,tiempos_c5,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,33549,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,35863,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,41567,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,38419,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,34914,1000000000000,1000000000000,False
1000000000000,34579,1000000000000,1000000000000,1000000000000,1000000000000,True
32630,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,42308,1000000000000,1000000000000,False
1000000000000,1000000000000,34788,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,35829,1000000000000,False
1000000000000,1000000000000,1000000000000,39648,1000000000000,1000000000000,False
33941,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
50409,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,35127,False
1000000000000,1000000000000,1000000000000,37794,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,40593,1000000000000,1000000000000,False
35368,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,39068,1000000000000,1000000000000,False
38524,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,44235,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,44949,False
1000000000000,1000000000000,1000000000000,1000000000000,40932,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,42629,1000000000000,False
1000000000000,38477,1000000000000,1000000000000,1000000000000,1000000000000,True
35066,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,35496,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,40586,False
39816,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,37569,False
1000000000000,54434,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
41351,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,44352,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
37701,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,39376,False
41716,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,37887,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,40020,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,45377,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,41934,False
36981,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,39217,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,40302,False
35731,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,38301,False
47912,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,45385,1000000000000,1000000000000,False
1000000000000,36488,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,44408,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,40378,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
51355,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
48225,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
43636,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,37260,1000000000000,1000000000000,1000000000000,1000000000000,True
39359,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,43334,1000000000000,False
37426,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,41921,1000000000000,False
46915,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,43741,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,44748,1000000000000,False
1000000000000,1000000000000,1000000000000,47473,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,45505,1000000000000,False
1000000000000,52387,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,40239,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,47085,1000000000000,False
40994,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
40301,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
42421,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,47732,1000000000000,1000000000000,False
55181,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,49574,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,39603,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,44840,1000000000000,1000000000000,False
49176,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,48492,1000000000000,1000000000000,False
52444,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,47103,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,40490,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,48905,False
49711,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
42160,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,46553,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,49060,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,51228,1000000000000,1000000000000,False
1000000000000,47526,1000000000000,1000000000000,1000000000000,1000000000000,True
55702,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
46117,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,41167,1000000000000,1000000000000,1000000000000,True
51729,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
56778,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
