tiempos_c0,tiempos_c1,tiempos_c2,indicador
1000000000000,1000000000000,1000000000000,True
1000000000000,34533,1000000000000,False
1000000000000,42879,1000000000000,False
1000000000000,41513,1000000000000,False
1000000000000,40525,1000000000000,False
1000000000000,1000000000000,35250,False
1000000000000,1000000000000,42426,False
33638,1000000000000,1000000000000,True
1000000000000,43918,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,38682,1000000000000,False
34400,1000000000000,1000000000000,True
36854,1000000000000,1000000000000,True
37497,1000000000000,1000000000000,True
1000000000000,37242,1000000000000,False
35443,1000000000000,1000000000000,True
1000000000000,46105,1000000000000,False
58921,1000000000000,1000000000000,True
1000000000000,1000000000000,45014,False
1000000000000,45485,1000000000000,False
1000000000000,38009,1000000000000,False
1000000000000,1000000000000,38892,False
1000000000000,1000000000000,40601,False
40724,1000000000000,1000000000000,True
58603,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
39209,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
43872,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,49695,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47334,False
1000000000000,1000000000000,1000000000000,False
1000000000000,49136,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,48715,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,51007,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,48052,False
41800,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
42695,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
55787,1000000000000,1000000000000,True
1000000000000,1000000000000,49313,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,48762,False
51529,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,50632,False
1000000000000,1000000000000,1000000000000,False
59183,1000000000000,1000000000000,True
1000000000000,1000000000000,47653,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
45153,1000000000000,1000000000000,True
1000000000000,52260,1000000000000,False
1000000000000,1000000000000,1000000000000,True
59817,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,50098,False
1000000000000,1000000000000,1000000000000,False
1000000000000,50164,1000000000000,False
44491,1000000000000,1000000000000,True
45632,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
49130,1000000000000,1000000000000,True
57124,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
47522,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,51200,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,54529,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,52736,1000000000000,False
52614,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
56771,1000000000000,1000000000000,True
53000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,55126,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,51112,1000000000000,False
1000000000000,55473,1000000000000,False
46585,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,56887,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,48328,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
47139,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,49645,False
1000000000000,1000000000000,57458,False
1000000000000,51503,1000000000000,False
1000000000000,1000000000000,55535,False
48343,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
49721,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,50825,1000000000000,False
1000000000000,57741,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
50857,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,53303,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,58370,False
1000000000000,58931,1000000000000,False
52385,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
50360,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
54275,1000000000000,1000000000000,True
1000000000000,1000000000000,54140,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,54489,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,56599,False
1000000000000,56308,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,53571,False
1000000000000,1000000000000,1000000000000,False
57919,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,54865,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
53627,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
54910,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
57452,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
56233,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
