status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,solver,rica,input_dir,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,dynamic_insertion_n_scenarios,enable_dynamic_pickup_insertion,run_msa_on_request_arrival_if_vehicle_waiting,no_improvement_time_sec,seed,config_applied_fields,config_ignored_fields,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,service_rate
ok,2026-06-25T07:59:28,2026-06-25T08:31:40,1931.9935954000102,32.19989325666684,hexaly,False,C:\Users\jaraf\Desktop\2026\ICS2122c\ICS2122\data,3,1,20,160,8.0,,,,,,,,3,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]","[""no_improvement_time_sec""]",160,25,185,270.0,312.0,0.8653846153846154,439.2614438712212,15,0.8648648648648649
