time,request_id,decision,phi,vehicle_id,position
32612.860331948978,R60_C10,inserted,1.0,0.0,3.0
32806.2468956773,R60_C12,inserted,1.0,0.0,0.0
33233.16211017129,R60_C15,inserted,1.0,0.0,1.0
33562.94537145075,R60_C19,inserted,1.0,0.0,5.0
33735.83057261212,R60_C20,inserted,1.0,0.0,1.0
34589.62091049666,R60_C28,inserted,1.0,1.0,7.0
34788.55152449318,R60_C30,inserted,1.0,1.0,1.0
35164.78210729861,R60_C35,inserted,1.0,0.0,1.0
35168.58069886575,R60_C36,inserted,1.0,1.0,0.0
35209.091577515035,R60_C37,inserted,1.0,1.0,8.0
35575.56395431121,R60_C38,inserted,1.0,0.0,7.0
36280.452082301796,R60_C47,inserted,1.0,0.0,0.0
36603.07095901834,R60_C48,inserted,1.0,1.0,4.0
36815.938827190046,R60_C49,inserted,1.0,0.0,8.0
37310.76266278641,R60_C52,inserted,1.0,2.0,1.0
37459.48404897216,R60_C54,inserted,1.0,1.0,3.0
37466.81949437796,R60_C55,inserted,1.0,1.0,0.0
37826.234377748304,R60_C58,inserted,1.0,2.0,0.0
38059.68256212508,R60_C59,inserted,1.0,2.0,2.0
38212.82934550429,R60_C62,inserted,1.0,0.0,6.0
38339.12126383046,R60_C63,inserted,1.0,1.0,8.0
38468.97753676472,R60_C64,inserted,1.0,0.0,6.0
38787.58083510549,R60_C66,inserted,1.0,1.0,7.0
39976.482711381715,R60_C73,inserted,1.0,1.0,9.0
40026.19064364568,R60_C74,inserted,1.0,1.0,11.0
40060.483990331384,R60_C75,inserted,1.0,1.0,6.0
40727.57053706772,R60_C80,inserted,1.0,1.0,9.0
40964.750310948126,R60_C82,inserted,1.0,1.0,4.0
43051.80740751041,R60_C96,inserted,1.0,1.0,5.0
43411.64858360957,R60_C100,inserted,1.0,0.0,4.0
43854.49884196148,R60_C103,inserted,1.0,1.0,7.0
44029.607794834825,R60_C106,inserted,1.0,0.0,1.0
44141.00001918127,R60_C107,inserted,1.0,1.0,5.0
44417.572933255746,R60_C109,inserted,1.0,0.0,4.0
44665.928285016984,R60_C110,inserted,1.0,2.0,6.0
44915.564066023435,R60_C113,inserted,1.0,1.0,5.0
45551.03633500752,R60_C116,inserted,1.0,1.0,1.0
45553.897915547575,R60_C117,inserted,1.0,0.0,3.0
45737.2215785777,R60_C118,inserted,1.0,1.0,2.0
46322.83122497531,R60_C121,inserted,1.0,0.0,3.0
46628.207237824594,R60_C125,inserted,1.0,0.0,1.0
47378.88852011733,R60_C132,inserted,1.0,0.0,0.0
47701.47508808227,R60_C135,inserted,1.0,0.0,5.0
47723.23151608547,R60_C137,inserted,1.0,0.0,7.0
47730.640330828144,R60_C138,inserted,1.0,1.0,2.0
47746.77722736199,R60_C139,inserted,1.0,1.0,7.0
48787.22990352229,R60_C145,inserted,0.8,0.0,0.0
48950.37323475128,R60_C147,inserted,1.0,1.0,9.0
49493.40637527739,R60_C152,inserted,1.0,0.0,1.0
49778.17657932521,R60_C155,inserted,1.0,0.0,5.0
49818.3815337863,R60_C156,inserted,1.0,0.0,6.0
49887.998831541925,R60_C157,inserted,1.0,2.0,0.0
49991.794972291784,R60_C159,inserted,1.0,0.0,7.0
50547.69145101157,R60_C167,inserted,0.8,0.0,5.0
51395.993450565424,R60_C172,postponed,0.0,,
51808.76508165496,R60_C175,postponed,0.0,,
52082.54520343353,R60_C183,postponed,0.0,,
52130.07212462258,R60_C184,postponed,0.0,,
52497.530378329044,R60_C189,postponed,0.0,,
52955.34573263053,R60_C190,postponed,0.0,,
52978.34957285438,R60_C191,postponed,0.0,,
53064.05779533109,R60_C192,postponed,0.0,,
53804.87944277191,R60_C196,postponed,0.0,,
53846.60113458055,R60_C197,postponed,0.0,,
53906.87688994198,R60_C199,postponed,0.0,,
54288.55177509073,R60_C203,postponed,0.0,,
54445.06423742192,R60_C204,postponed,0.0,,
54633.72022611582,R60_C205,postponed,0.0,,
54905.63079079917,R60_C206,postponed,0.0,,
55106.12071693882,R60_C207,postponed,0.0,,
55114.98265091112,R60_C208,postponed,0.0,,
