instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,alns_max_iterations,dynamic_insertion_n_scenarios,seed
4,0,15,120,15.0,process,8,40000,10,42
4,20,15,120,15.0,process,8,40000,10,42
4,40,15,120,15.0,process,8,40000,10,42
4,60,15,120,15.0,process,8,40000,10,42
4,80,15,120,15.0,process,8,40000,10,42
