status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate,run_id
ok,2026-06-19T08:18:43,2026-06-19T08:26:29,465.97727500018664,7.766287916669778,1,0,30,120,30.0,process,16,1,False,10000,5,True,42,103,98,201,138.0,325.0,0.4246153846153846,441.1391545598739,6,67,5,4,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,9,270,410.2116764006205,45.5790751556245,61.21520830015652,0,0,0.5124378109452736,1
ok,2026-06-19T08:26:29,2026-06-19T08:31:25,295.08353980001993,4.918058996666999,1,0,30,130,30.0,process,16,1,False,10000,5,True,42,103,122,225,130.0,364.0,0.35714285714285715,456.56702720551743,5,74,4,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,6,180,237.57033970020711,39.595056616701186,61.271727999905124,0,0,0.4577777777777778,2
ok,2026-06-19T08:31:25,2026-06-19T08:37:22,357.7885374999605,5.963142291666008,1,0,30,140,30.0,process,16,1,False,10000,5,True,42,76,96,172,100.0,282.0,0.3546099290780142,482.9613474098883,5,50,5,5,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,240,314.4742682997603,39.30928353747004,61.36053889989853,0,0,0.4418604651162791,3
ok,2026-06-19T08:37:22,2026-06-19T08:45:32,489.72895300015807,8.1621492166693,1,0,30,150,30.0,process,16,1,False,10000,5,True,42,102,106,208,134.0,346.0,0.3872832369942196,433.2982703918139,6,70,0,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,10,300,435.06514130020514,43.50651413002051,61.23166790022515,0,0,0.49038461538461536,4
ok,2026-06-19T08:45:32,2026-06-19T08:51:56,383.75751809985377,6.395958634997563,1,0,30,160,30.0,process,16,1,False,10000,5,True,42,103,93,196,142.0,312.0,0.4551282051282051,460.6440706203913,7,61,13,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,10,300,329.0526185994968,32.905261859949675,61.255841499892995,0,0,0.5255102040816326,5
ok,2026-06-19T08:51:56,2026-06-19T08:57:55,358.165427000029,5.969423783333817,1,20,30,120,30.0,process,16,1,False,10000,5,True,42,108,87,195,149.0,311.0,0.4790996784565916,449.73887531010126,7,62,10,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,240,307.01479989965446,38.37684998745681,61.235470899846405,0,0,0.5538461538461539,6
ok,2026-06-19T08:57:55,2026-06-19T09:04:49,414.1121922999155,6.901869871665258,1,20,30,130,30.0,process,16,1,False,10000,5,True,42,102,97,199,132.0,318.0,0.41509433962264153,445.5478042426434,6,69,4,4,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,10,300,355.5995321001392,35.559953210013916,61.255678800167516,0,0,0.5125628140703518,7
ok,2026-06-19T09:04:50,2026-06-19T09:09:36,286.38635149993934,4.773105858332323,1,20,30,140,30.0,process,16,1,False,10000,5,True,42,95,101,196,122.0,316.0,0.3860759493670886,469.9349093912227,5,65,5,3,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,6,180,232.1903155001346,38.6983859166891,61.24866269994527,0,0,0.4846938775510204,8
ok,2026-06-19T09:09:36,2026-06-19T09:17:37,480.34404790005647,8.005734131667607,1,20,30,150,30.0,process,16,1,False,10000,5,True,42,114,111,225,152.0,361.0,0.42105263157894735,428.55802137354556,7,74,7,6,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,9,270,409.0463487005327,45.44959430005919,61.2710852001328,0,0,0.5066666666666667,9
ok,2026-06-19T09:17:37,2026-06-19T09:23:07,329.58973550004885,5.493162258334148,1,20,30,160,30.0,process,16,1,False,10000,5,True,42,86,117,203,100.0,334.0,0.2994011976047904,461.6785343144107,5,69,0,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,240,279.4099260000512,34.9262407500064,61.24669630010612,0,0,0.4236453201970443,10
ok,2026-06-19T09:23:07,2026-06-19T09:29:37,389.4509727000259,6.490849545000431,1,40,30,120,30.0,process,16,1,False,10000,5,True,42,111,100,211,140.0,328.0,0.4268292682926829,440.9368324908719,5,81,11,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,240,318.26341369957663,39.78292671244708,61.2341125998646,0,0,0.5260663507109005,11
ok,2026-06-19T09:29:38,2026-06-19T09:36:04,386.11324119986966,6.435220686664494,1,40,30,130,30.0,process,16,1,False,10000,5,True,42,93,91,184,123.0,299.0,0.411371237458194,467.0020153164754,6,59,4,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,240,338.35971230012365,42.294964037515456,61.25909800012596,0,0,0.5054347826086957,12
ok,2026-06-19T09:36:04,2026-06-19T09:44:21,496.0085999001749,8.266809998336248,1,40,30,140,30.0,process,16,1,False,10000,5,True,42,95,93,188,135.0,312.0,0.4326923076923077,447.3305304509516,6,54,3,6,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,12,360,450.5737989002373,37.54781657501977,61.263298199977726,0,0,0.5053191489361702,13
ok,2026-06-19T09:44:21,2026-06-19T09:52:29,487.3983469000086,8.12330578166681,1,40,30,150,30.0,process,16,1,False,10000,5,True,42,108,95,203,155.0,334.0,0.46407185628742514,448.53468220463844,7,57,9,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,10,300,439.298011199804,43.929801119980404,61.225472199963406,0,0,0.5320197044334976,14
