tiempos_c0,tiempos_c1,indicador
1000000000000,1000000000000,True
1000000000000,33912,False
1000000000000,40169,False
1000000000000,1000000000000,False
1000000000000,40634,False
1000000000000,36213,False
1000000000000,36600,False
1000000000000,41286,False
1000000000000,38471,False
1000000000000,37436,False
35465,1000000000000,True
34578,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
37743,1000000000000,True
38091,1000000000000,True
1000000000000,1000000000000,False
1000000000000,44683,False
1000000000000,1000000000000,False
53247,1000000000000,True
39526,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,43774,False
1000000000000,1000000000000,False
1000000000000,45017,False
1000000000000,1000000000000,False
40677,1000000000000,True
1000000000000,46565,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
47984,1000000000000,True
1000000000000,1000000000000,False
1000000000000,44255,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
58017,1000000000000,True
41894,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,45432,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
41358,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
59412,1000000000000,True
1000000000000,48185,False
1000000000000,46969,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,43027,False
42940,1000000000000,True
1000000000000,45730,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,52764,False
1000000000000,1000000000000,False
1000000000000,50014,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,52445,False
1000000000000,1000000000000,False
46144,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
43273,1000000000000,True
43573,1000000000000,True
1000000000000,1000000000000,False
1000000000000,53070,False
1000000000000,1000000000000,False
44193,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
55123,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,53506,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,51974,False
52585,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
44852,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,50550,False
45305,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
46510,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,51510,False
1000000000000,1000000000000,False
46909,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,51166,False
1000000000000,57052,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,53887,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
57725,1000000000000,True
1000000000000,1000000000000,False
48617,1000000000000,True
57422,1000000000000,True
55797,1000000000000,True
51752,1000000000000,True
1000000000000,58650,False
1000000000000,1000000000000,False
49296,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
52013,1000000000000,True
1000000000000,1000000000000,True
1000000000000,58925,False
50436,1000000000000,True
56927,1000000000000,True
53888,1000000000000,True
1000000000000,1000000000000,False
51479,1000000000000,True
1000000000000,1000000000000,False
58565,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,57703,False
1000000000000,56091,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
52247,1000000000000,True
1000000000000,1000000000000,False
58969,1000000000000,True
1000000000000,1000000000000,False
1000000000000,56645,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,59239,False
1000000000000,59706,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
33827,1000000000000,True
