replica,U_relativa,D_camiones
0,0.5111111111111111,354112.44
1,0.5224358974358975,365880.5
2,0.5165165165165165,390311.94
3,0.5077399380804953,352903.6
4,0.4946524064171123,366192.38
5,0.4748603351955307,382453.97
6,0.5699658703071673,362046.03
7,0.5303514376996805,358914.12
8,0.4876543209876543,377802.75
9,0.5313432835820896,344556.2
