tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,indicador
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,34895,1000000000000,1000000000000,False
1000000000000,38509,1000000000000,1000000000000,False
34198,1000000000000,1000000000000,1000000000000,True
1000000000000,43681,1000000000000,1000000000000,False
1000000000000,40180,1000000000000,1000000000000,False
1000000000000,42611,1000000000000,1000000000000,False
1000000000000,37531,1000000000000,1000000000000,False
1000000000000,37155,1000000000000,1000000000000,False
1000000000000,39149,1000000000000,1000000000000,False
1000000000000,38141,1000000000000,1000000000000,False
1000000000000,1000000000000,36485,1000000000000,False
34752,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,39844,1000000000000,False
1000000000000,1000000000000,43794,1000000000000,False
35652,1000000000000,1000000000000,1000000000000,True
36769,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,41511,1000000000000,False
1000000000000,42969,1000000000000,1000000000000,False
39964,1000000000000,1000000000000,1000000000000,True
1000000000000,40742,1000000000000,1000000000000,False
1000000000000,1000000000000,47573,1000000000000,False
1000000000000,1000000000000,46479,1000000000000,False
37391,1000000000000,1000000000000,1000000000000,True
1000000000000,47772,1000000000000,1000000000000,False
1000000000000,1000000000000,41007,1000000000000,False
1000000000000,1000000000000,38646,1000000000000,False
1000000000000,1000000000000,39581,1000000000000,False
41077,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,49673,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,47067,1000000000000,1000000000000,False
1000000000000,48586,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
42320,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,46705,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,47439,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
58390,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
55761,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
41664,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
40329,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,45903,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,52512,1000000000000,1000000000000,False
52199,1000000000000,1000000000000,1000000000000,True
56289,1000000000000,1000000000000,1000000000000,True
1000000000000,48064,1000000000000,1000000000000,False
57619,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,52352,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
45552,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
51806,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,46373,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
44809,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
43756,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
56653,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,51227,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,48944,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,45322,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,53449,1000000000000,1000000000000,False
1000000000000,53730,1000000000000,1000000000000,False
1000000000000,1000000000000,50726,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
47868,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
48990,1000000000000,1000000000000,1000000000000,True
1000000000000,54211,1000000000000,1000000000000,False
49406,1000000000000,1000000000000,1000000000000,True
59084,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,53591,1000000000000,False
1000000000000,1000000000000,54407,1000000000000,False
47055,1000000000000,1000000000000,1000000000000,True
1000000000000,51114,1000000000000,1000000000000,False
1000000000000,51639,1000000000000,1000000000000,False
49848,1000000000000,1000000000000,1000000000000,True
1000000000000,51368,1000000000000,1000000000000,False
1000000000000,1000000000000,57426,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
58846,1000000000000,1000000000000,1000000000000,True
46427,1000000000000,1000000000000,1000000000000,True
48170,1000000000000,1000000000000,1000000000000,True
1000000000000,54582,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,55370,1000000000000,False
55474,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,50408,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
