tiempos_c0,tiempos_c1,tiempos_c2,indicador
1000000000000,1000000000000,1000000000000,True
1000000000000,34538,1000000000000,False
33679,1000000000000,1000000000000,True
1000000000000,1000000000000,34621,False
1000000000000,1000000000000,1000000000000,True
1000000000000,40723,1000000000000,False
1000000000000,43841,1000000000000,False
1000000000000,39516,1000000000000,False
1000000000000,1000000000000,42292,False
1000000000000,1000000000000,43634,False
1000000000000,41341,1000000000000,False
1000000000000,38383,1000000000000,False
1000000000000,1000000000000,38422,False
1000000000000,1000000000000,37129,False
1000000000000,37580,1000000000000,False
1000000000000,1000000000000,37538,False
1000000000000,42081,1000000000000,False
34323,1000000000000,1000000000000,True
1000000000000,1000000000000,44043,False
35438,1000000000000,1000000000000,True
53177,1000000000000,1000000000000,True
1000000000000,36723,1000000000000,False
1000000000000,39900,1000000000000,False
1000000000000,42833,1000000000000,False
1000000000000,1000000000000,39422,False
54698,1000000000000,1000000000000,True
43006,1000000000000,1000000000000,True
41879,1000000000000,1000000000000,True
1000000000000,1000000000000,41942,False
36371,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
43830,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
37388,1000000000000,1000000000000,True
1000000000000,47043,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
51998,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
39065,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,45825,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
48692,1000000000000,1000000000000,True
1000000000000,47786,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,49571,1000000000000,False
49263,1000000000000,1000000000000,True
39655,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,45279,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,48233,1000000000000,False
1000000000000,49314,1000000000000,False
57266,1000000000000,1000000000000,True
43363,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
45775,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
40768,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
42381,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,48097,False
1000000000000,1000000000000,51010,False
1000000000000,46610,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,49634,False
46983,1000000000000,1000000000000,True
56520,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,47050,False
1000000000000,1000000000000,1000000000000,True
51594,1000000000000,1000000000000,True
1000000000000,1000000000000,49089,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47727,False
1000000000000,1000000000000,1000000000000,False
1000000000000,48805,1000000000000,False
1000000000000,50789,1000000000000,False
1000000000000,1000000000000,51899,False
1000000000000,1000000000000,50417,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,52600,False
1000000000000,1000000000000,48453,False
44706,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
58913,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,53219,1000000000000,False
1000000000000,1000000000000,1000000000000,False
51183,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
54315,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,55633,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,54963,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
47616,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,58095,False
50144,1000000000000,1000000000000,True
53940,1000000000000,1000000000000,True
1000000000000,1000000000000,58931,False
48188,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
57708,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,58378,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,53510,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,54112,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,56950,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,56332,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,55779,1000000000000,False
50638,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,57342,False
1000000000000,57233,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,57537,1000000000000,False
1000000000000,55299,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
52688,1000000000000,1000000000000,True
1000000000000,1000000000000,56192,False
58312,1000000000000,1000000000000,True
1000000000000,54712,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,59402,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,59811,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
56261,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
55265,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
55705,1000000000000,1000000000000,True
