run_id,status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,solver,rica,input_dir,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,dynamic_insertion_n_scenarios,enable_dynamic_pickup_insertion,run_msa_on_request_arrival_if_vehicle_waiting,seed,config_applied_fields,config_ignored_fields,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,service_rate
1,ok,2026-06-21T00:48:56,2026-06-21T02:52:02,7384.738006999993,123.07896678333321,hexaly,False,data,1,1,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],111,77,188,189.0,302.0,0.6258278145695364,377.8673259463171,11,0.5904255319148937
2,ok,2026-06-21T02:52:02,2026-06-21T04:43:46,6703.7946391000005,111.72991065166667,hexaly,False,data,1,10,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],123,83,206,207.0,333.0,0.6216216216216216,369.92763539870515,12,0.5970873786407767
3,ok,2026-06-21T04:43:46,2026-06-21T06:20:20,5793.946397499996,96.5657732916666,hexaly,False,data,1,19,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],90,124,214,157.0,354.0,0.4435028248587571,342.17110906560913,12,0.4205607476635514
4,ok,2026-06-21T06:20:20,2026-06-21T07:50:06,5385.9668344999955,89.76611390833325,hexaly,False,data,1,28,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],110,96,206,183.0,328.0,0.5579268292682927,349.19465745118924,9,0.5339805825242718
5,ok,2026-06-21T07:50:06,2026-06-21T08:43:09,3182.948684800009,53.04914474666681,hexaly,False,data,1,37,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],72,145,217,113.0,347.0,0.3256484149855908,303.1674469325282,8,0.3317972350230415
6,ok,2026-06-21T08:43:09,2026-06-21T10:36:46,6816.954948400002,113.61591580666669,hexaly,False,data,1,46,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],119,110,229,206.0,381.0,0.5406824146981627,363.56192079643796,10,0.519650655021834
