instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,alns_max_iterations,dynamic_insertion_n_scenarios,seed
4,1,15,120,25.0,process,8,20000,5,42
4,19,15,120,25.0,process,8,20000,5,42
4,37,15,120,25.0,process,8,20000,5,42
4,55,15,120,25.0,process,8,20000,5,42
4,73,15,120,25.0,process,8,20000,5,42
4,91,15,120,25.0,process,8,20000,5,42
