tiempos_c0,tiempos_c1,indicador
1000000000000,1000000000000,True
1000000000000,34895,False
1000000000000,38509,False
34198,1000000000000,True
1000000000000,43681,False
1000000000000,40180,False
1000000000000,42611,False
1000000000000,37531,False
1000000000000,37155,False
1000000000000,39149,False
1000000000000,38141,False
1000000000000,1000000000000,False
34752,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
35652,1000000000000,True
36769,1000000000000,True
1000000000000,1000000000000,False
1000000000000,42969,False
39964,1000000000000,True
1000000000000,40742,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
37391,1000000000000,True
1000000000000,47772,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
41077,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,47067,False
1000000000000,48586,False
1000000000000,1000000000000,False
42320,1000000000000,True
1000000000000,1000000000000,False
1000000000000,46705,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,47439,False
1000000000000,1000000000000,True
58390,1000000000000,True
1000000000000,1000000000000,False
55761,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
41664,1000000000000,True
1000000000000,1000000000000,False
40329,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,45903,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,52512,False
52199,1000000000000,True
56289,1000000000000,True
1000000000000,48064,False
57619,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
45552,1000000000000,True
1000000000000,1000000000000,False
51806,1000000000000,True
1000000000000,1000000000000,True
1000000000000,46373,False
1000000000000,1000000000000,False
44809,1000000000000,True
1000000000000,1000000000000,False
43756,1000000000000,True
1000000000000,1000000000000,False
56653,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,48944,False
1000000000000,1000000000000,False
1000000000000,45322,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,53449,False
1000000000000,53730,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
47868,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
48990,1000000000000,True
1000000000000,54211,False
49406,1000000000000,True
59084,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
47055,1000000000000,True
1000000000000,51114,False
1000000000000,51639,False
49848,1000000000000,True
1000000000000,51368,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
58846,1000000000000,True
46427,1000000000000,True
48170,1000000000000,True
1000000000000,54582,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
55474,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
55017,1000000000000,True
1000000000000,52850,False
1000000000000,52126,False
1000000000000,1000000000000,False
48474,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,58986,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
53421,1000000000000,True
57269,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
50801,1000000000000,True
1000000000000,57409,False
1000000000000,56560,False
1000000000000,59702,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
54666,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,57905,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
54215,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,58414,False
1000000000000,1000000000000,False
58098,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
59441,1000000000000,True
1000000000000,1000000000000,True
1000000000000,56950,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
56978,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
