tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,tiempos_c5,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
33335,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,35276,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,34169,1000000000000,False
1000000000000,34195,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,44055,1000000000000,1000000000000,False
39368,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,36216,1000000000000,False
35400,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,39902,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,38777,1000000000000,False
1000000000000,1000000000000,1000000000000,39216,1000000000000,1000000000000,False
34145,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,37747,1000000000000,False
1000000000000,1000000000000,1000000000000,45030,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,38528,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,36876,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,40110,1000000000000,False
1000000000000,1000000000000,1000000000000,42194,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,40321,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,41599,1000000000000,1000000000000,False
37878,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,35820,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,37958,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,42098,False
36159,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,36818,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,44567,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,45788,False
1000000000000,1000000000000,1000000000000,41806,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,41607,False
1000000000000,1000000000000,1000000000000,1000000000000,43781,1000000000000,False
38847,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,46607,False
39989,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,43459,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,43116,False
1000000000000,1000000000000,1000000000000,1000000000000,42977,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,46863,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,45782,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,50116,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,43038,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,42313,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,50718,False
47581,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
58851,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
40264,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,48711,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,40854,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,44545,1000000000000,False
40656,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,44893,1000000000000,False
41577,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
41243,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,49952,1000000000000,False
58038,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,49581,1000000000000,False
1000000000000,42646,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,43500,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
42475,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
42796,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,50249,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,51431,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,50697,1000000000000,1000000000000,False
1000000000000,46232,1000000000000,1000000000000,1000000000000,1000000000000,True
59332,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
43587,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,48462,1000000000000,1000000000000,False
43944,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
48417,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,49823,1000000000000,1000000000000,False
1000000000000,43568,1000000000000,1000000000000,1000000000000,1000000000000,True
