tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,55432,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,49721,1000000000000,False
1000000000000,1000000000000,1000000000000,48057,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,53501,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
49126,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
56651,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,54857,1000000000000,1000000000000,False
55686,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,57147,1000000000000,1000000000000,False
1000000000000,1000000000000,57545,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
48331,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
49325,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,58157,False
1000000000000,1000000000000,1000000000000,58904,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
59239,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,55686,1000000000000,False
1000000000000,48756,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,54905,False
1000000000000,1000000000000,1000000000000,56707,1000000000000,False
1000000000000,53179,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,56069,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,58491,1000000000000,False
1000000000000,1000000000000,52223,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
53452,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,54322,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,52492,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,53868,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
50206,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,58378,1000000000000,1000000000000,False
49560,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,59330,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,54504,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
51783,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,56566,1000000000000,1000000000000,False
