tiempos_c0,tiempos_c1,indicador
1000000000000,1000000000000,True
33653,1000000000000,True
34803,1000000000000,True
37185,1000000000000,True
1000000000000,35491,False
1000000000000,39728,False
37778,1000000000000,True
1000000000000,37520,False
1000000000000,40183,False
1000000000000,44813,False
1000000000000,41347,False
1000000000000,1000000000000,True
52575,1000000000000,True
1000000000000,38737,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
40225,1000000000000,True
52189,1000000000000,True
1000000000000,1000000000000,False
43031,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,48683,False
38154,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
41841,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
49956,1000000000000,True
1000000000000,1000000000000,True
49334,1000000000000,True
1000000000000,1000000000000,True
1000000000000,49434,False
1000000000000,1000000000000,False
1000000000000,50984,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
40825,1000000000000,True
1000000000000,1000000000000,True
44759,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
55550,1000000000000,True
1000000000000,1000000000000,True
43881,1000000000000,True
1000000000000,1000000000000,False
55996,1000000000000,True
51354,1000000000000,True
1000000000000,1000000000000,False
48816,1000000000000,True
1000000000000,51377,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,50441,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,47387,False
44958,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,51718,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,49818,False
45312,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
56445,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
46013,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,47927,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,54060,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,46920,False
1000000000000,1000000000000,False
56686,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,55010,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
46631,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
51864,1000000000000,True
1000000000000,1000000000000,False
47220,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
57986,1000000000000,True
48366,1000000000000,True
1000000000000,56802,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,54466,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
50675,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
50396,1000000000000,True
55039,1000000000000,True
1000000000000,1000000000000,False
1000000000000,58448,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,55481,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,57952,False
53874,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,57242,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
53004,1000000000000,True
1000000000000,1000000000000,True
1000000000000,56181,False
1000000000000,55818,False
54657,1000000000000,True
1000000000000,1000000000000,False
58703,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
57616,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,60124,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
