served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_backend,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks
109,95,204,138.0,317.0,0.4353312302839117,451.98865377047446,5,77,6,5,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,process,15,8,400,1679.6473787999712,209.9559223499964,361.6525498998817,0,0
