time,request_id,decision,phi,vehicle_id,position
32405.937341296863,R0_C11,inserted,1.0,0.0,5.0
32505.870831688913,R0_C12,inserted,1.0,1.0,3.0
32739.572516493132,R0_C15,inserted,1.0,0.0,4.0
33045.962430304455,R0_C19,inserted,1.0,0.0,1.0
33064.88788973995,R0_C20,inserted,1.0,1.0,3.0
34033.86251042504,R0_C30,inserted,1.0,0.0,5.0
34855.37028311812,R0_C39,inserted,1.0,0.0,8.0
36052.072909382834,R0_C45,inserted,1.0,1.0,0.0
36163.08208850882,R0_C46,inserted,1.0,0.0,5.0
36240.917597874075,R0_C47,inserted,1.0,1.0,3.0
36412.57605126563,R0_C49,inserted,1.0,0.0,7.0
36677.51584365069,R0_C51,inserted,1.0,0.0,2.0
37191.646605829614,R0_C53,inserted,1.0,0.0,5.0
37472.77041163545,R0_C56,inserted,1.0,0.0,8.0
38554.335374115224,R0_C64,inserted,1.0,0.0,6.0
38976.49696317805,R0_C67,inserted,1.0,2.0,7.0
39491.48639225536,R0_C70,inserted,1.0,1.0,1.0
39847.25686981302,R0_C72,inserted,1.0,2.0,4.0
40410.184136704156,R0_C76,inserted,1.0,0.0,5.0
40431.068759254085,R0_C78,inserted,1.0,0.0,6.0
41064.201049782656,R0_C84,inserted,1.0,1.0,0.0
41095.379116779346,R0_C85,inserted,1.0,1.0,0.0
41238.15988170086,R0_C87,inserted,1.0,0.0,7.0
41793.27452502341,R0_C91,inserted,1.0,1.0,0.0
42220.058892983805,R0_C92,inserted,1.0,1.0,0.0
42410.39673076587,R0_C93,inserted,1.0,1.0,2.0
42690.291531428804,R0_C94,inserted,1.0,0.0,5.0
43085.951030486074,R0_C98,inserted,1.0,0.0,3.0
43587.302519840305,R0_C104,inserted,1.0,1.0,0.0
43727.237381999155,R0_C105,inserted,1.0,0.0,5.0
43925.42163712882,R0_C107,inserted,1.0,0.0,0.0
43979.16175049239,R0_C108,inserted,1.0,0.0,8.0
44300.09965003083,R0_C113,inserted,1.0,2.0,5.0
44656.76503227422,R0_C114,inserted,1.0,0.0,8.0
44779.10185162942,R0_C116,inserted,1.0,2.0,5.0
45059.27938461701,R0_C117,inserted,1.0,2.0,4.0
45993.19022895209,R0_C125,inserted,1.0,2.0,1.0
46221.936204837606,R0_C128,inserted,1.0,0.0,2.0
46676.30736369704,R0_C131,inserted,1.0,1.0,2.0
46681.251632417705,R0_C132,inserted,1.0,2.0,3.0
47369.35807749113,R0_C133,inserted,1.0,1.0,0.0
47898.375333102216,R0_C135,inserted,1.0,2.0,1.0
48522.206249830626,R0_C139,inserted,1.0,2.0,0.0
48879.04626119835,R0_C142,inserted,1.0,2.0,1.0
49297.646837998305,R0_C146,inserted,1.0,0.0,4.0
49923.0618208168,R0_C149,inserted,1.0,2.0,3.0
50209.96577731036,R0_C151,inserted,1.0,1.0,13.0
50294.04546860272,R0_C152,inserted,1.0,2.0,4.0
50756.058246857,R0_C156,undecided,0.4,,
51645.670072417015,R0_C162,postponed,0.0,,
51958.66744424171,R0_C166,inserted,1.0,2.0,0.0
52654.622746404726,R0_C171,inserted,0.8,0.0,1.0
53542.06300358531,R0_C175,inserted,1.0,2.0,0.0
53583.09970772339,R0_C176,inserted,0.8,0.0,1.0
53678.631217219765,R0_C177,undecided,0.4,,
53759.18724871987,R0_C178,inserted,1.0,0.0,1.0
53917.38858978706,R0_C179,inserted,1.0,2.0,1.0
54206.56051582123,R0_C180,inserted,1.0,2.0,5.0
54463.218018996435,R0_C182,inserted,1.0,0.0,0.0
54824.779336761705,R0_C183,postponed,0.0,,
