time,request_id,decision,phi,vehicle_id,position
32487.051524560677,R0_C20,inserted,1.0,1.0,1.0
32823.944401167755,R0_C23,inserted,1.0,1.0,1.0
32910.89109808974,R0_C25,inserted,1.0,1.0,4.0
32940.831804253365,R0_C26,inserted,1.0,2.0,1.0
33074.32859085588,R0_C27,inserted,1.0,1.0,4.0
33398.57615864974,R0_C28,inserted,1.0,2.0,0.0
33405.73727745876,R0_C29,inserted,1.0,1.0,2.0
33529.00719115144,R0_C32,inserted,1.0,1.0,7.0
34395.99821794723,R0_C35,inserted,1.0,1.0,8.0
34789.485187311075,R0_C37,inserted,1.0,2.0,2.0
34849.7213374577,R0_C38,inserted,1.0,1.0,8.0
35088.60647594521,R0_C40,inserted,1.0,2.0,2.0
35253.72642342691,R0_C42,inserted,1.0,1.0,6.0
35317.837318182384,R0_C45,inserted,1.0,2.0,2.0
35443.484756168866,R0_C50,inserted,1.0,1.0,2.0
35631.81865298613,R0_C53,inserted,1.0,1.0,5.0
35694.57989458046,R0_C54,inserted,1.0,1.0,10.0
36174.62362044205,R0_C56,inserted,1.0,2.0,0.0
36460.34364512999,R0_C57,inserted,1.0,1.0,10.0
36563.299510477846,R0_C58,inserted,1.0,2.0,1.0
36763.020403751296,R0_C60,inserted,1.0,2.0,5.0
36956.4547803541,R0_C62,inserted,1.0,2.0,6.0
37101.42888556723,R0_C64,inserted,1.0,1.0,11.0
37147.456140768525,R0_C66,inserted,1.0,1.0,13.0
37494.552296129455,R0_C68,inserted,1.0,1.0,5.0
37637.0786562109,R0_C72,inserted,1.0,2.0,4.0
37642.04540420724,R0_C73,inserted,1.0,2.0,6.0
37653.01260208367,R0_C74,inserted,1.0,1.0,11.0
37789.62245778643,R0_C77,inserted,1.0,2.0,6.0
37894.6020820351,R0_C78,inserted,1.0,1.0,14.0
38349.48057702149,R0_C80,inserted,1.0,2.0,0.0
38804.850738581415,R0_C84,inserted,1.0,0.0,2.0
39009.5685320068,R0_C86,inserted,1.0,2.0,3.0
39079.37638826848,R0_C88,inserted,1.0,2.0,0.0
39671.71211840445,R0_C91,inserted,1.0,2.0,2.0
40186.276200770575,R0_C92,inserted,1.0,1.0,8.0
40297.95849917505,R0_C95,inserted,1.0,1.0,12.0
40502.02175812158,R0_C99,inserted,1.0,1.0,16.0
42284.55827233835,R0_C109,inserted,1.0,2.0,6.0
42825.037792383104,R0_C116,inserted,1.0,0.0,1.0
42990.3250344463,R0_C117,inserted,1.0,1.0,4.0
43064.44779290296,R0_C118,inserted,1.0,2.0,3.0
43499.55740805735,R0_C123,inserted,1.0,2.0,5.0
43557.14260264542,R0_C124,inserted,1.0,2.0,3.0
43559.04496347513,R0_C125,inserted,1.0,1.0,0.0
44033.743145019886,R0_C131,inserted,1.0,2.0,5.0
44241.10063922005,R0_C136,inserted,1.0,0.0,0.0
44314.93413008852,R0_C139,inserted,1.0,2.0,8.0
44882.844954599605,R0_C144,inserted,1.0,0.0,0.0
44898.93671993952,R0_C145,inserted,1.0,2.0,3.0
44991.52162273146,R0_C146,inserted,1.0,1.0,10.0
45031.39857735775,R0_C148,inserted,1.0,2.0,8.0
45099.178448212224,R0_C150,inserted,1.0,0.0,1.0
45535.06919541618,R0_C151,inserted,1.0,2.0,8.0
45676.78786134131,R0_C152,inserted,1.0,2.0,0.0
46208.06667065059,R0_C156,inserted,1.0,1.0,2.0
46219.827357222515,R0_C157,inserted,1.0,1.0,13.0
46322.84756176459,R0_C158,inserted,1.0,2.0,0.0
46335.96443704411,R0_C159,inserted,1.0,1.0,2.0
46364.21587550365,R0_C160,inserted,1.0,2.0,13.0
46802.30896734467,R0_C164,inserted,1.0,2.0,6.0
46860.32900541567,R0_C166,inserted,0.8,1.0,7.0
46950.44493195396,R0_C167,inserted,1.0,2.0,10.0
47145.7098846328,R0_C171,inserted,1.0,1.0,3.0
47235.57392817799,R0_C174,inserted,1.0,2.0,13.0
47237.25256380674,R0_C175,inserted,1.0,2.0,7.0
47324.199387992216,R0_C176,inserted,1.0,2.0,10.0
48009.02033241797,R0_C182,postponed,0.0,,
48017.56141756008,R0_C183,inserted,1.0,2.0,5.0
48043.39701564648,R0_C185,inserted,1.0,2.0,5.0
48095.599818307775,R0_C187,inserted,1.0,2.0,14.0
48271.44486466925,R0_C191,inserted,1.0,1.0,2.0
48281.452923965735,R0_C192,inserted,1.0,1.0,1.0
48614.01576956732,R0_C195,inserted,1.0,1.0,10.0
49313.31775998749,R0_C199,postponed,0.0,,
49404.3334793707,R0_C201,inserted,1.0,1.0,1.0
49576.82445075279,R0_C202,postponed,0.0,,
49687.57610997532,R0_C203,inserted,1.0,1.0,8.0
49737.48752567344,R0_C206,undecided,0.2,,
49923.032925720494,R0_C207,postponed,0.0,,
50257.88444580299,R0_C209,postponed,0.0,,
50498.48743052367,R0_C210,undecided,0.4,,
50499.07088272173,R0_C211,inserted,0.6,1.0,7.0
50697.087303271815,R0_C213,postponed,0.0,,
50855.40447138285,R0_C214,undecided,0.4,,
51165.81004857333,R0_C216,postponed,0.0,,
51349.85550864742,R0_C217,postponed,0.0,,
51503.084556723225,R0_C218,postponed,0.0,,
51689.64752620868,R0_C219,postponed,0.0,,
52265.8303171719,R0_C224,undecided,0.4,,
52314.757354944406,R0_C225,postponed,0.0,,
52645.90267207863,R0_C227,postponed,0.0,,
52862.371645945714,R0_C228,inserted,0.8,1.0,5.0
53227.330748867964,R0_C232,inserted,1.0,2.0,5.0
53433.19179591152,R0_C233,inserted,1.0,2.0,9.0
53654.71035934471,R0_C235,postponed,0.0,,
53709.6023293065,R0_C236,postponed,0.0,,
53773.689675011046,R0_C237,postponed,0.0,,
54076.8661021344,R0_C238,postponed,0.0,,
54103.31328094614,R0_C239,inserted,1.0,2.0,2.0
