time,request_id,decision,phi,vehicle_id,position
32566.8399911723,R40_C6,inserted,1.0,0.0,3.0
32639.683683532723,R40_C7,inserted,1.0,0.0,2.0
32665.894161163927,R40_C8,inserted,1.0,0.0,0.0
33089.01422968916,R40_C12,inserted,1.0,0.0,1.0
33333.521122347665,R40_C14,inserted,1.0,0.0,0.0
33355.45161738603,R40_C15,inserted,1.0,0.0,0.0
34530.578604665425,R40_C22,inserted,1.0,2.0,4.0
34872.29128940634,R40_C24,inserted,1.0,2.0,3.0
34915.59250274878,R40_C25,inserted,1.0,2.0,2.0
35127.51176069738,R40_C26,inserted,1.0,2.0,5.0
35512.82083968428,R40_C28,inserted,1.0,0.0,5.0
35619.429049222024,R40_C29,inserted,1.0,0.0,2.0
36676.1989989932,R40_C35,inserted,1.0,2.0,3.0
36677.50691843664,R40_C36,inserted,1.0,0.0,1.0
37050.70134458009,R40_C44,inserted,1.0,0.0,0.0
37472.66049436925,R40_C48,inserted,1.0,0.0,2.0
37951.2950920567,R40_C53,inserted,1.0,2.0,3.0
37973.09191746095,R40_C54,inserted,1.0,1.0,4.0
38309.016096092026,R40_C56,inserted,1.0,1.0,5.0
38703.65123499153,R40_C61,inserted,1.0,2.0,1.0
38732.57027054414,R40_C62,inserted,1.0,1.0,3.0
38759.04518818091,R40_C63,inserted,1.0,2.0,0.0
39086.26161050412,R40_C67,inserted,1.0,2.0,5.0
39232.75319018484,R40_C71,inserted,1.0,0.0,6.0
39785.00745778199,R40_C75,inserted,1.0,2.0,6.0
39793.95869111023,R40_C76,inserted,1.0,1.0,1.0
40446.90195406173,R40_C80,inserted,1.0,2.0,2.0
40495.97863738145,R40_C81,inserted,1.0,1.0,3.0
41430.108075018055,R40_C87,inserted,1.0,2.0,7.0
41435.14777728147,R40_C88,inserted,1.0,0.0,0.0
42107.6507375218,R40_C93,inserted,1.0,2.0,6.0
42411.474418415666,R40_C96,inserted,1.0,2.0,0.0
42768.01399717518,R40_C99,inserted,1.0,0.0,1.0
42818.25624058217,R40_C100,inserted,1.0,1.0,3.0
43100.27519235527,R40_C104,inserted,1.0,0.0,0.0
43235.30119321434,R40_C107,inserted,1.0,2.0,2.0
43399.467690299985,R40_C109,inserted,1.0,2.0,6.0
43473.62276295121,R40_C112,inserted,1.0,0.0,1.0
43662.119003408494,R40_C113,inserted,1.0,2.0,0.0
43772.48206189952,R40_C115,inserted,1.0,1.0,3.0
43842.75762545105,R40_C116,inserted,1.0,0.0,2.0
44017.431691188576,R40_C118,inserted,1.0,2.0,0.0
44197.42355772953,R40_C120,inserted,1.0,2.0,10.0
44302.54820370287,R40_C122,inserted,1.0,2.0,9.0
44313.184895388884,R40_C124,inserted,1.0,1.0,1.0
44613.320071987415,R40_C127,inserted,1.0,2.0,4.0
44715.36225836914,R40_C128,inserted,1.0,1.0,1.0
45290.684380460865,R40_C134,inserted,1.0,2.0,8.0
45389.21152420921,R40_C135,inserted,1.0,1.0,3.0
46039.922293945296,R40_C139,inserted,1.0,1.0,0.0
46320.99546301923,R40_C141,inserted,1.0,1.0,1.0
47026.46613259998,R40_C145,inserted,1.0,0.0,0.0
47359.841593432786,R40_C148,inserted,1.0,2.0,3.0
48310.61023462206,R40_C153,inserted,1.0,1.0,1.0
48642.95409562709,R40_C156,inserted,1.0,1.0,1.0
48667.240488964555,R40_C157,inserted,1.0,1.0,0.0
48699.790118868244,R40_C158,inserted,1.0,2.0,2.0
49144.031988606184,R40_C160,inserted,1.0,2.0,6.0
49397.50838281314,R40_C162,inserted,1.0,2.0,5.0
49515.617921411394,R40_C164,inserted,1.0,1.0,3.0
49623.373837926534,R40_C167,inserted,1.0,0.0,0.0
49831.791338893665,R40_C171,inserted,1.0,1.0,0.0
50070.087587237984,R40_C173,inserted,1.0,2.0,6.0
50104.34339286352,R40_C174,inserted,1.0,2.0,5.0
50125.21647629719,R40_C175,inserted,1.0,2.0,6.0
50215.94910930784,R40_C177,inserted,1.0,0.0,0.0
50475.6836418348,R40_C179,inserted,1.0,1.0,1.0
50655.10672108271,R40_C180,inserted,1.0,2.0,0.0
51049.68942016018,R40_C181,inserted,1.0,2.0,1.0
51395.87122402333,R40_C182,inserted,1.0,1.0,2.0
51451.13853420829,R40_C183,inserted,1.0,1.0,1.0
51601.847863150906,R40_C185,undecided,0.4,,
51651.016470866096,R40_C186,inserted,1.0,1.0,0.0
51710.047161088696,R40_C187,inserted,0.6,0.0,0.0
51940.70590741883,R40_C188,inserted,1.0,0.0,0.0
52184.9177979105,R40_C192,undecided,0.4,,
52265.68085451522,R40_C194,inserted,1.0,0.0,1.0
52395.184595772436,R40_C196,undecided,0.2,,
52619.97065344202,R40_C198,inserted,1.0,1.0,10.0
53211.68273478453,R40_C202,inserted,1.0,0.0,0.0
53720.781594392414,R40_C204,postponed,0.0,,
54244.07090259184,R40_C209,inserted,1.0,1.0,0.0
54561.04024807509,R40_C210,inserted,1.0,1.0,0.0
54576.18041205947,R40_C211,inserted,1.0,2.0,0.0
54700.472111778145,R40_C212,inserted,0.6,0.0,1.0
