status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate
ok,2026-06-19T22:21:11,2026-06-19T22:35:05,833.6401895000599,13.894003158334332,1,40,20,140,60,process,16,1,False,20000,5,True,42,97,71,168,138.0,269.0,0.5130111524163569,451.25527876257564,7,55,6,5,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,11,220,796.7153152993415,72.42866502721286,120.99628239986487,0,0,0.5773809523809523
