status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate
ok,2026-06-19T20:38:21,2026-06-19T20:42:55,274.373138200026,4.5728856366671,1,20,20,140,15,process,16,1,False,20000,5,True,42,101,90,191,139.0,308.0,0.4512987012987013,454.1141404150427,7,60,8,3,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,16,8,160,234.6304225998465,29.328802824980812,31.108807499986142,0,0,0.5287958115183246
