time,request_id,decision,phi,vehicle_id,position
33301.319057592795,R40_C14,inserted,1.0,0.0,1.0
33430.43369258089,R40_C15,inserted,1.0,0.0,4.0
33461.670455901745,R40_C16,inserted,1.0,0.0,5.0
33553.83196988147,R40_C17,inserted,1.0,1.0,0.0
33649.33947391181,R40_C19,inserted,1.0,1.0,0.0
34882.311503037774,R40_C32,inserted,1.0,2.0,7.0
34932.33506918407,R40_C33,inserted,1.0,1.0,1.0
35719.11186547951,R40_C40,inserted,1.0,0.0,5.0
35806.823893492576,R40_C41,inserted,1.0,1.0,0.0
35814.91792206869,R40_C42,inserted,1.0,1.0,1.0
36172.68333722324,R40_C44,inserted,1.0,1.0,0.0
36268.46739913331,R40_C45,inserted,1.0,0.0,0.0
36487.19436046641,R40_C46,inserted,1.0,1.0,3.0
37364.181377987356,R40_C53,inserted,1.0,2.0,3.0
37768.769691172165,R40_C56,inserted,1.0,0.0,0.0
37807.95462570182,R40_C57,inserted,1.0,1.0,2.0
37958.35892030098,R40_C61,inserted,1.0,1.0,0.0
38274.5957101593,R40_C66,inserted,1.0,1.0,1.0
38412.34689887711,R40_C67,inserted,1.0,1.0,2.0
38448.252018873645,R40_C68,inserted,1.0,1.0,1.0
38895.53781351878,R40_C71,inserted,1.0,1.0,3.0
38921.16765606822,R40_C72,inserted,1.0,1.0,3.0
39243.96966437516,R40_C75,inserted,1.0,1.0,0.0
39263.206733946026,R40_C76,inserted,1.0,2.0,4.0
39393.063165320484,R40_C79,inserted,1.0,1.0,7.0
39757.06658694507,R40_C82,inserted,1.0,1.0,8.0
39916.2265392791,R40_C84,inserted,1.0,1.0,6.0
40600.0099006445,R40_C88,inserted,1.0,1.0,0.0
41236.6141230141,R40_C94,inserted,1.0,1.0,2.0
41378.940441360515,R40_C96,inserted,1.0,1.0,13.0
41608.703312834135,R40_C99,inserted,1.0,1.0,1.0
41718.058881153134,R40_C100,inserted,1.0,1.0,7.0
42117.47047764869,R40_C103,inserted,1.0,1.0,6.0
42306.80376401207,R40_C105,inserted,1.0,1.0,9.0
43191.01185169292,R40_C108,inserted,1.0,1.0,9.0
43215.322663278246,R40_C109,inserted,1.0,2.0,1.0
43897.49794064213,R40_C114,inserted,1.0,1.0,9.0
44376.278699071234,R40_C115,inserted,1.0,2.0,1.0
44785.17771989597,R40_C120,inserted,1.0,2.0,1.0
44873.505720519766,R40_C122,inserted,1.0,1.0,17.0
44921.30553556945,R40_C123,inserted,1.0,2.0,3.0
45019.9110056062,R40_C124,inserted,1.0,2.0,4.0
45577.8678799858,R40_C127,inserted,1.0,2.0,3.0
46138.17618815025,R40_C131,inserted,1.0,2.0,0.0
46326.01192887904,R40_C133,inserted,1.0,2.0,3.0
46523.866101901825,R40_C134,inserted,0.8666666666666667,2.0,1.0
47290.08694699683,R40_C141,inserted,0.5333333333333333,2.0,2.0
47697.645109937264,R40_C146,postponed,0.13333333333333333,,
47797.18925943298,R40_C147,inserted,1.0,2.0,3.0
47991.02418778982,R40_C149,undecided,0.26666666666666666,,
48444.21357440972,R40_C154,undecided,0.4666666666666667,,
48771.42368003042,R40_C156,undecided,0.4,,
49582.54119827489,R40_C161,inserted,1.0,0.0,2.0
49652.499427850016,R40_C162,postponed,0.0,,
49657.95521978519,R40_C163,inserted,1.0,0.0,6.0
49875.28849844377,R40_C164,inserted,1.0,0.0,7.0
50428.320556526625,R40_C170,inserted,1.0,0.0,6.0
50441.7881765747,R40_C171,inserted,0.6,0.0,7.0
50731.25740666292,R40_C177,postponed,0.0,,
51024.00890017316,R40_C179,inserted,0.6,0.0,3.0
51270.93955579178,R40_C181,inserted,0.8666666666666667,0.0,7.0
51288.10076490472,R40_C182,postponed,0.0,,
51374.19066217809,R40_C184,inserted,1.0,0.0,5.0
51501.53511855923,R40_C188,postponed,0.0,,
51519.14780302729,R40_C189,postponed,0.0,,
51685.77728055775,R40_C192,postponed,0.0,,
51915.96840110824,R40_C194,postponed,0.0,,
52110.005215871184,R40_C195,undecided,0.3333333333333333,,
52118.13600576299,R40_C196,postponed,0.0,,
52418.677874476285,R40_C198,postponed,0.0,,
53510.50297217349,R40_C208,inserted,1.0,0.0,4.0
54009.78857777921,R40_C212,postponed,0.0,,
54575.719037166215,R40_C216,postponed,0.0,,
54621.782195359374,R40_C217,inserted,1.0,0.0,2.0
54649.82055571988,R40_C218,inserted,1.0,0.0,6.0
