run_id,status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,solver,rica,input_dir,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,dynamic_insertion_n_scenarios,enable_dynamic_pickup_insertion,run_msa_on_request_arrival_if_vehicle_waiting,no_improvement_time_sec,seed,config_applied_fields,config_ignored_fields,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,service_rate
1,ok,2026-06-22T14:23:17,2026-06-22T15:12:28,2950.367165500007,49.17278609166679,hexaly,False,C:\Users\jaraf\OneDrive\Desktop\2026\ICS2122\ICS2122\data,2,1,20,160,20.0,,,,,,,,5,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]","[""no_improvement_time_sec""]",143,45,188,245.0,313.0,0.7827476038338658,523.7245429989398,14,0.7606382978723404
2,ok,2026-06-22T15:12:28,2026-06-22T16:07:17,3288.9283795999945,54.815472993333245,hexaly,False,C:\Users\jaraf\OneDrive\Desktop\2026\ICS2122\ICS2122\data,2,3,20,160,20.0,,,,,,,,5,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]","[""no_improvement_time_sec""]",141,68,209,249.0,348.0,0.7155172413793104,513.3111436144137,15,0.6746411483253588
3,ok,2026-06-22T16:07:17,2026-06-22T16:48:47,2489.9629981000035,41.499383301666725,hexaly,False,C:\Users\jaraf\OneDrive\Desktop\2026\ICS2122\ICS2122\data,2,5,20,160,20.0,,,,,,,,5,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]","[""no_improvement_time_sec""]",139,62,201,235.0,330.0,0.7121212121212122,472.0567946681786,13,0.6915422885572139
4,ok,2026-06-22T16:48:47,2026-06-22T17:34:31,2743.9600258999853,45.73266709833309,hexaly,False,C:\Users\jaraf\OneDrive\Desktop\2026\ICS2122\ICS2122\data,2,7,20,160,20.0,,,,,,,,5,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]","[""no_improvement_time_sec""]",143,64,207,254.0,350.0,0.7257142857142858,448.01095614266745,13,0.6908212560386473
5,ok,2026-06-22T17:34:31,2026-06-22T18:24:07,2975.961350700003,49.599355845000055,hexaly,False,C:\Users\jaraf\OneDrive\Desktop\2026\ICS2122\ICS2122\data,2,9,20,160,20.0,,,,,,,,5,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]","[""no_improvement_time_sec""]",130,53,183,230.0,314.0,0.732484076433121,452.3511922495427,14,0.7103825136612022
6,ok,2026-06-22T18:24:07,2026-06-22T19:18:54,3286.951824799995,54.78253041333325,hexaly,False,C:\Users\jaraf\OneDrive\Desktop\2026\ICS2122\ICS2122\data,3,1,20,160,20.0,,,,,,,,5,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]","[""no_improvement_time_sec""]",143,42,185,248.0,312.0,0.7948717948717948,394.5873621556091,15,0.772972972972973
