status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate,run_id
ok,2026-06-20T16:30:53,2026-06-20T16:35:01,247.57675530016422,4.126279255002737,1,0,15,120,15.0,process,8,1,False,40000,5,True,42,87,112,199,114.0,329.0,0.3465045592705167,475.1855643340722,5,58,8,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,105,212.8930642006453,30.413294885806472,30.73653110000305,0,0,0.4371859296482412,1
ok,2026-06-20T16:35:01,2026-06-20T16:41:14,372.89450870011933,6.214908478335322,1,0,15,120,15.0,process,8,1,False,40000,10,True,42,111,106,217,140.0,342.0,0.4093567251461988,429.9793095579533,6,81,8,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,10,150,303.7913472999353,30.37913472999353,30.759186299983412,0,0,0.511520737327189,2
ok,2026-06-20T16:41:14,2026-06-20T16:46:04,290.5272794999182,4.8421213249986375,1,0,15,120,15.0,process,8,1,False,40000,15,True,42,90,121,211,104.0,336.0,0.30952380952380953,475.37819049890993,5,74,9,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,225.07085379981436,28.133856724976795,30.81982750003226,0,0,0.4265402843601896,3
ok,2026-06-20T16:46:05,2026-06-20T16:50:44,279.9862965999637,4.666438276666061,1,20,15,120,15.0,process,8,1,False,40000,5,True,42,102,98,200,131.0,310.0,0.42258064516129035,451.375133952872,6,71,16,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,234.19202100019902,29.274002625024877,30.789758800063282,0,0,0.51,4
ok,2026-06-20T16:50:45,2026-06-20T16:55:26,280.7884412999265,4.679807354998775,1,20,15,120,15.0,process,8,1,False,40000,10,True,42,86,116,202,109.0,333.0,0.32732732732732733,470.68102943004044,5,62,5,3,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,240.63250180031173,30.079062725038966,30.728577699977905,0,0,0.42574257425742573,5
ok,2026-06-20T16:55:26,2026-06-20T16:59:22,235.84730889997445,3.930788481666241,1,20,15,120,15.0,process,8,1,False,40000,15,True,42,95,131,226,121.0,372.0,0.32526881720430106,467.09384890025467,5,66,10,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,6,90,180.67145500029437,30.11190916671573,30.747144100023434,0,0,0.42035398230088494,6
ok,2026-06-20T16:59:23,2026-06-20T17:06:23,419.97600310016423,6.999600051669404,1,40,15,120,15.0,process,8,1,False,40000,5,True,42,93,82,175,127.0,291.0,0.436426116838488,445.4025787712536,6,57,0,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,13,195,394.73879720061086,30.36452286158545,30.7588790000882,0,0,0.5314285714285715,7
ok,2026-06-20T17:06:23,2026-06-20T17:11:11,287.5728982000146,4.79288163666691,1,40,15,120,15.0,process,8,1,False,40000,10,True,42,100,80,180,122.0,277.0,0.4404332129963899,449.3261730240969,5,77,3,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,239.0692440001294,29.883655500016175,30.761246900074184,0,0,0.5555555555555556,8
ok,2026-06-20T17:11:12,2026-06-20T17:15:36,264.1985667999834,4.403309446666389,1,40,15,120,15.0,process,8,1,False,40000,15,True,42,89,130,219,116.0,360.0,0.32222222222222224,477.0586996254393,5,59,12,4,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,105,210.8954954999499,30.127927928564272,30.764532000059262,0,0,0.4063926940639269,9
ok,2026-06-20T17:15:37,2026-06-20T17:20:29,292.01626630011015,4.8669377716685025,1,60,15,120,15.0,process,8,1,False,40000,5,True,42,92,108,200,129.0,333.0,0.38738738738738737,458.2033716467822,6,55,4,6,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,135,260.99430490029044,28.999367211143383,30.777648699935526,0,0,0.46,10
ok,2026-06-20T17:20:30,2026-06-20T17:24:47,256.6010529999621,4.276684216666036,1,60,15,120,15.0,process,8,1,False,40000,10,True,42,98,120,218,128.0,356.0,0.3595505617977528,458.3679593303211,5,65,12,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,105,212.90944509999827,30.415635014285467,30.836608400102705,0,0,0.44954128440366975,11
ok,2026-06-20T17:24:48,2026-06-20T17:30:14,325.72202480002306,5.428700413333718,1,60,15,120,15.0,process,8,1,False,40000,15,True,42,92,122,214,125.0,350.0,0.35714285714285715,467.56438233027285,6,55,16,3,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,135,273.60473819985054,30.40052646665006,30.83910179999657,0,0,0.42990654205607476,12
ok,2026-06-20T17:30:16,2026-06-20T17:34:27,251.59439730015583,4.193239955002597,1,80,15,120,15.0,process,8,1,False,40000,5,True,42,104,120,224,124.0,360.0,0.34444444444444444,458.85420667831295,5,82,3,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,105,212.7287307002116,30.3898186714588,30.775211700005457,0,0,0.4642857142857143,13
ok,2026-06-20T17:34:29,2026-06-20T17:39:41,312.7316326999571,5.212193878332618,1,80,15,120,15.0,process,8,1,False,40000,10,True,42,98,112,210,133.0,350.0,0.38,448.88052557114514,6,62,6,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,135,273.4239530004561,30.380439222272898,30.776992000173777,0,0,0.4666666666666667,14
ok,2026-06-20T17:39:43,2026-06-20T17:44:27,283.6410765000619,4.727351275001031,1,80,15,120,15.0,process,8,1,False,40000,15,True,42,80,76,156,109.0,256.0,0.42578125,458.55143631144165,5,51,4,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,135,244.40042460011318,27.15560273334591,30.770308600040153,0,0,0.5128205128205128,15
