run_id,status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,solver,rica,input_dir,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,dynamic_insertion_n_scenarios,enable_dynamic_pickup_insertion,run_msa_on_request_arrival_if_vehicle_waiting,seed,config_applied_fields,config_ignored_fields,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,service_rate
1,ok,2026-06-21T00:59:59,2026-06-21T02:13:52,4432.6330959000625,73.87721826500105,hexaly,False,data,1,2,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],129,90,219,214.0,353.0,0.6062322946175638,364.12823144977466,13,0.589041095890411
2,ok,2026-06-21T02:13:52,2026-06-21T03:15:57,3725.048915500054,62.08414859166757,hexaly,False,data,1,11,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],100,98,198,160.0,306.0,0.5228758169934641,310.6227372819666,10,0.5050505050505051
3,ok,2026-06-21T03:15:57,2026-06-21T04:26:23,4226.063650100026,70.43439416833377,hexaly,False,data,1,20,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],110,91,201,181.0,314.0,0.5764331210191083,368.67998245504407,11,0.5472636815920398
4,ok,2026-06-21T04:26:23,2026-06-21T05:27:01,3638.098313199822,60.6349718866637,hexaly,False,data,1,29,20,160,40.0,,,,,,,,42,"[""consensus_mode"", ""instancia"", ""lookahead_sec"", ""n_scenarios"", ""scenario_time_limit_sec"", ""seed""]",[],91,90,181,150.0,300.0,0.5,318.4509686203174,9,0.5027624309392266
