status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate,run_id
ok,2026-06-20T01:53:59,2026-06-20T01:57:04,184.59375740005635,3.0765626233342727,1,1,15,120,15.0,process,8,1,False,20000,3,True,42,95,112,207,117.0,334.0,0.3502994011976048,452.6206616234772,4,69,7,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,105,148.70168539974838,21.24309791424977,31.569155300036073,0,0,0.45893719806763283,1
ok,2026-06-20T01:57:04,2026-06-20T02:01:14,250.37557460018434,4.172926243336406,1,1,15,120,15.0,process,8,1,False,20000,5,True,42,100,112,212,131.0,348.0,0.3764367816091954,441.3514844102979,5,68,7,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,135,214.54283409984782,23.83809267776087,30.55287010013126,0,0,0.4716981132075472,2
ok,2026-06-20T02:01:14,2026-06-20T02:05:37,262.8912553000264,4.381520921667106,1,1,15,120,15.0,process,8,1,False,20000,8,True,42,101,82,183,133.0,288.0,0.4618055555555556,445.12097307173667,6,67,9,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,10,150,226.8423338998109,22.68423338998109,31.52417919994332,0,0,0.5519125683060109,3
ok,2026-06-20T02:05:38,2026-06-20T02:08:19,161.40513209998608,2.690085534999768,1,19,15,120,15.0,process,8,1,False,20000,3,True,42,101,96,197,124.0,313.0,0.3961661341853035,433.2202546611483,4,77,3,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,123.2842557001859,15.410531962523237,30.48442869982682,0,0,0.5126903553299492,4
ok,2026-06-20T02:08:20,2026-06-20T02:11:55,215.1481954001356,3.5858032566689264,1,19,15,120,15.0,process,8,1,False,20000,5,True,42,92,111,203,124.0,321.0,0.3862928348909657,457.4780392679792,5,56,25,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,105,176.59095559967682,25.2272793713824,31.571133899968117,0,0,0.45320197044334976,5
ok,2026-06-20T02:11:56,2026-06-20T02:15:44,228.0559046000708,3.8009317433345133,1,19,15,120,15.0,process,8,1,False,20000,8,True,42,94,98,192,117.0,312.0,0.375,441.05773124738903,5,71,1,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,135,193.8290787001606,21.536564300017844,30.56608789996244,0,0,0.4895833333333333,6
ok,2026-06-20T02:15:45,2026-06-20T02:19:06,201.76328970002942,3.3627214950004904,1,37,15,120,15.0,process,8,1,False,20000,3,True,42,100,94,194,129.0,305.0,0.42295081967213116,434.727066454502,5,69,12,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,163.82269660010934,20.477837075013667,30.55629700003192,0,0,0.5154639175257731,7
ok,2026-06-20T02:19:07,2026-06-20T02:22:43,215.46528479992412,3.5910880799987352,1,37,15,120,15.0,process,8,1,False,20000,5,True,42,97,104,201,134.0,329.0,0.4072948328267477,452.85785956254216,5,56,13,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,182.63730160007253,22.829662700009067,31.56739450013265,0,0,0.48258706467661694,8
ok,2026-06-20T02:22:44,2026-06-20T02:26:20,216.27400110010058,3.6045666850016764,1,37,15,120,15.0,process,8,1,False,20000,8,True,42,99,95,194,130.0,315.0,0.4126984126984127,437.3744619971587,5,64,5,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,183.26568160019815,22.90821020002477,31.55401480011642,0,0,0.5103092783505154,9
ok,2026-06-20T02:26:22,2026-06-20T02:30:09,227.4890856000129,3.7914847600002153,1,55,15,120,15.0,process,8,1,False,20000,3,True,42,98,134,232,128.0,365.0,0.3506849315068493,445.61450280431234,5,64,31,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,182.6256503998302,22.828206299978774,31.534804599825293,0,0,0.4224137931034483,10
