vehicle_id,trip,customer_ids,departure_time_from_depot,return_to_depot_time,total_profit,total_distance_km
2,184,"['R3_C2', 'R3_C3', 'R3_C0', 'R3_C1']",39295.13809196367,47583.13809196367,6.0,62.48308582881232
1,7,['R3_C4'],36027.5943309474,37946.5943309474,2.0,19.1234521484375
0,15,['R3_C5'],33458.0,34906.20123942214,2.0,12.443667968749999
0,18,"['R3_C14', 'R3_C12']",34906.20123942214,36378.20123942214,4.0,15.4279609375
0,4,"['R3_C16', 'R3_C29', 'R3_C15', 'R3_C22', 'R3_C34', 'R3_C17', 'R3_C8', 'R3_C7', 'R3_C27']",36378.20123942214,41190.20123942214,16.0,41.75892154532369
1,9,"['R3_C20', 'R3_C46']",37953.0,39153.0,4.0,11.6548125
1,1,"['R3_C58', 'R3_C39', 'R3_C54', 'R3_C62', 'R3_C11', 'R3_C61', 'R3_C51', 'R3_C38', 'R3_C40', 'R3_C10', 'R3_C60', 'R3_C13', 'R3_C44', 'R3_C25', 'R3_C21', 'R3_C57', 'R3_C41', 'R3_C59']",39727.0,47402.0,34.0,51.413893479339805
0,17,['R3_C83'],41190.20123942214,41724.20123942214,1.0,4.9156162109375
0,13,"['R3_C81', 'R3_C35', 'R3_C66']",41724.20123942214,43020.20123942214,5.0,10.476830078125
0,51,"['R3_C42', 'R3_C80', 'R3_C37', 'R3_C28', 'R3_C48', 'R3_C52', 'R3_C73', 'R3_C18', 'R3_C84', 'R3_C91', 'R3_C94']",43020.20123942214,47382.20123942214,18.0,33.015938476562496
0,21,"['R3_C88', 'R3_C77', 'R3_C26', 'R3_C87', 'R3_C122', 'R3_C78', 'R3_C92', 'R3_C98', 'R3_C43', 'R3_C74', 'R3_C70', 'R3_C116', 'R3_C105', 'R3_C118', 'R3_C79', 'R3_C97']",47382.20123942214,53444.20123942214,28.0,39.07357664917406
1,41,"['R3_C110', 'R3_C71', 'R3_C104', 'R3_C75', 'R3_C111', 'R3_C76', 'R3_C68', 'R3_C82', 'R3_C124', 'R3_C114', 'R3_C99', 'R3_C135', 'R3_C100', 'R3_C95', 'R3_C117', 'R3_C119', 'R3_C113', 'R3_C89']",47402.0,54866.0,32.0,53.456808277694236
2,55,"['R3_C102', 'R3_C137', 'R3_C128', 'R3_C132', 'R3_C101', 'R3_C109', 'R3_C108', 'R3_C129', 'R3_C131', 'R3_C125', 'R3_C103', 'R3_C107', 'R3_C134', 'R3_C121', 'R3_C123']",48263.0,54818.0,28.0,48.42023185486729
0,2,"['R3_C144', 'R3_C188']",53456.0,54093.0,4.0,3.8231386718750002
0,281,"['R3_C147', 'R3_C194', 'R3_C154', 'R3_C152', 'R3_C192', 'R3_C164', 'R3_C142', 'R3_C191', 'R3_C175', 'R3_C178', 'R3_C158', 'R3_C176', 'R3_C169', 'R3_C161', 'R3_C148', 'R3_C182', 'R3_C173', 'R3_C198', 'R3_C196', 'R3_C165', 'R3_C157']",54217.0,61187.0,36.0,44.16443212890624
2,239,"['R3_C204', 'R3_C166', 'R3_C206', 'R3_C145', 'R3_C106', 'R3_C186', 'R3_C168', 'R3_C127', 'R3_C120', 'R3_C133', 'R3_C167', 'R3_C159', 'R3_C149', 'R3_C150', 'R3_C69', 'R3_C170', 'R3_C96']",54818.0,61084.0,25.0,44.407742004394535
1,14,"['R3_C184', 'R3_C190', 'R3_C141', 'R3_C187', 'R3_C185', 'R3_C140', 'R3_C203', 'R3_C207', 'R3_C153', 'R3_C19', 'R3_C201', 'R3_C156', 'R3_C45', 'R3_C112', 'R3_C36', 'R3_C172']",54866.0,61041.0,25.0,45.62885351562501
