tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
57103,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,55584,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
49210,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,53408,1000000000000,1000000000000,False
55609,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,52872,1000000000000,False
1000000000000,53076,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,55321,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,56018,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,51864,1000000000000,1000000000000,False
1000000000000,1000000000000,54540,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,53940,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,48077,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,54027,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,57908,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,56961,False
1000000000000,1000000000000,1000000000000,58826,1000000000000,False
