status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate,run_id
ok,2026-06-20T02:44:12,2026-06-20T02:53:32,560.3476631001104,9.339127718335172,2,0,15,120,60.0,process,8,1,False,10000,5,True,42,92,130,222,124.0,374.0,0.3315508021390374,463.16193034789103,6,59,6,3,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,135,533.2166481993627,59.24629424437363,120.76411979994737,0,0,0.4144144144144144,1
ok,2026-06-20T02:53:32,2026-06-20T03:21:18,1665.687851499999,27.76146419166665,2,0,30,120,60.0,process,8,1,False,10000,5,True,42,84,91,175,119.0,299.0,0.3979933110367893,441.1592868852332,8,49,2,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,11,330,1630.0916274003685,148.19014794548804,241.06270739994943,0,0,0.48,2
ok,2026-06-20T03:21:18,2026-06-20T03:30:32,553.6010660999455,9.226684434999092,2,20,15,120,60.0,process,8,1,False,10000,5,True,42,86,107,193,113.0,325.0,0.3476923076923077,475.80526896603334,6,57,1,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,105,525.947266299976,75.13532375713943,120.76486200001091,0,0,0.44559585492227977,3
ok,2026-06-20T03:30:32,2026-06-20T03:53:45,1392.8407251001336,23.214012085002228,2,20,30,120,60.0,process,8,1,False,10000,5,True,42,88,121,209,111.0,342.0,0.32456140350877194,445.5249300451371,6,65,4,7,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,270,1334.6542887000833,148.29492096667593,241.06983739999123,0,0,0.42105263157894735,4
ok,2026-06-20T03:53:46,2026-06-20T04:03:39,593.2914108999539,9.888190181665898,2,40,15,120,60.0,process,8,1,False,10000,5,True,42,88,116,204,106.0,335.0,0.3164179104477612,465.96615653888546,6,69,3,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,10,150,560.9072078999598,56.09072078999598,120.79424600000493,0,0,0.43137254901960786,5
ok,2026-06-20T04:03:40,2026-06-20T04:34:37,1856.9907758999616,30.94984626499936,2,40,30,120,60.0,process,8,1,False,10000,5,True,42,90,74,164,133.0,280.0,0.475,456.3669145590894,9,46,0,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,12,360,1824.812993799569,152.06774948329743,241.08264369983226,0,0,0.5487804878048781,6
ok,2026-06-20T04:34:38,2026-06-20T04:45:55,677.217250799993,11.286954179999885,2,60,15,120,60.0,process,8,1,False,10000,5,True,42,92,114,206,119.0,339.0,0.35103244837758113,452.49693180807327,6,63,7,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,642.3467685999349,80.29334607499186,120.8202635999769,0,0,0.44660194174757284,7
ok,2026-06-20T04:45:57,2026-06-20T05:09:26,1409.510270099854,23.49183783499757,2,60,30,120,60.0,process,8,1,False,10000,5,True,42,85,114,199,110.0,337.0,0.3264094955489614,454.1255484934963,6,60,0,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,10,300,1365.822086399654,136.5822086399654,241.07784519996494,0,0,0.4271356783919598,8
ok,2026-06-20T05:09:28,2026-06-20T05:19:17,589.5996604000684,9.826661006667807,2,80,15,120,60.0,process,8,1,False,10000,5,True,42,85,108,193,100.0,315.0,0.31746031746031744,466.95551404595733,5,70,1,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,120,559.0484096005093,69.88105120006367,120.77358709997497,0,0,0.44041450777202074,9
ok,2026-06-20T05:19:19,2026-06-20T05:37:14,1075.6226741999853,17.927044569999754,2,80,30,120,60.0,process,8,1,False,10000,5,True,42,97,108,205,126.0,336.0,0.375,464.2407366861835,5,66,5,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,240,1022.3613295997493,127.79516619996866,241.10845210007392,0,0,0.47317073170731705,10
