tiempos_c1,tiempos_c2,tiempos_c3,t_sale_el_rappi,indicador
1000000000000,1000000000000,1000000000000,61020,True
1000000000000,1000000000000,1000000000000,59937,True
45992,1000000000000,1000000000000,1000000000000,True
33186,1000000000000,1000000000000,1000000000000,True
1000000000000,34446,1000000000000,1000000000000,False
40057,1000000000000,1000000000000,1000000000000,True
1000000000000,39152,1000000000000,1000000000000,False
1000000000000,37216,1000000000000,1000000000000,False
34133,1000000000000,1000000000000,1000000000000,True
1000000000000,42801,1000000000000,1000000000000,False
1000000000000,35799,1000000000000,1000000000000,False
44745,1000000000000,1000000000000,1000000000000,True
35258,1000000000000,1000000000000,1000000000000,True
1000000000000,43143,1000000000000,1000000000000,False
56817,1000000000000,1000000000000,1000000000000,True
39185,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,38980,1000000000000,False
1000000000000,1000000000000,46753,1000000000000,False
1000000000000,1000000000000,1000000000000,45632,False
1000000000000,1000000000000,45756,1000000000000,False
1000000000000,46256,1000000000000,1000000000000,False
36505,1000000000000,1000000000000,1000000000000,True
36858,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,45569,False
1000000000000,1000000000000,1000000000000,46541,False
1000000000000,1000000000000,1000000000000,45842,False
1000000000000,1000000000000,1000000000000,46237,False
1000000000000,1000000000000,1000000000000,45438,False
1000000000000,1000000000000,1000000000000,45753,False
38607,1000000000000,1000000000000,1000000000000,True
37316,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47700,1000000000000,False
42033,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,47314,False
1000000000000,1000000000000,1000000000000,47642,False
1000000000000,1000000000000,1000000000000,47857,False
1000000000000,48937,1000000000000,1000000000000,False
54354,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,44850,1000000000000,False
1000000000000,1000000000000,1000000000000,59324,True
1000000000000,1000000000000,48402,1000000000000,False
1000000000000,1000000000000,1000000000000,59824,True
1000000000000,1000000000000,1000000000000,48758,False
1000000000000,1000000000000,46311,1000000000000,False
1000000000000,1000000000000,1000000000000,48386,False
42932,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59080,True
1000000000000,1000000000000,1000000000000,59875,True
1000000000000,1000000000000,43304,1000000000000,False
1000000000000,1000000000000,1000000000000,48485,False
1000000000000,1000000000000,1000000000000,48538,False
40561,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,44401,1000000000000,False
1000000000000,1000000000000,1000000000000,48591,False
41411,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,58520,True
1000000000000,1000000000000,1000000000000,49385,False
1000000000000,1000000000000,1000000000000,59409,True
1000000000000,50960,1000000000000,1000000000000,False
1000000000000,1000000000000,42836,1000000000000,False
1000000000000,1000000000000,44046,1000000000000,False
46331,1000000000000,1000000000000,1000000000000,True
54634,1000000000000,1000000000000,1000000000000,True
44103,1000000000000,1000000000000,1000000000000,True
1000000000000,50050,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,58815,True
43424,1000000000000,1000000000000,1000000000000,True
1000000000000,49326,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,50927,False
50439,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59322,True
1000000000000,1000000000000,1000000000000,50987,False
1000000000000,49849,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,50655,False
1000000000000,47112,1000000000000,1000000000000,False
1000000000000,45544,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,51630,False
1000000000000,1000000000000,50982,1000000000000,False
1000000000000,1000000000000,1000000000000,60277,True
1000000000000,1000000000000,1000000000000,51716,False
45322,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,52005,False
1000000000000,1000000000000,1000000000000,51871,False
1000000000000,1000000000000,1000000000000,53322,False
1000000000000,1000000000000,1000000000000,51695,False
1000000000000,48438,1000000000000,1000000000000,False
1000000000000,1000000000000,52972,1000000000000,False
57751,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,53818,False
1000000000000,1000000000000,1000000000000,52753,False
1000000000000,1000000000000,1000000000000,54190,False
53261,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,53409,False
1000000000000,47945,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,53305,False
1000000000000,1000000000000,1000000000000,54158,False
1000000000000,1000000000000,1000000000000,54244,False
1000000000000,1000000000000,55913,1000000000000,False
1000000000000,1000000000000,1000000000000,59790,True
1000000000000,1000000000000,1000000000000,59365,True
1000000000000,54319,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,54640,False
1000000000000,1000000000000,1000000000000,54250,False
1000000000000,1000000000000,52566,1000000000000,False
1000000000000,1000000000000,1000000000000,54567,False
1000000000000,1000000000000,1000000000000,59434,True
46888,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59135,True
1000000000000,1000000000000,1000000000000,59026,True
1000000000000,1000000000000,1000000000000,55919,False
1000000000000,1000000000000,51672,1000000000000,False
1000000000000,53711,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,58718,True
1000000000000,1000000000000,56876,1000000000000,False
54984,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,56244,False
1000000000000,1000000000000,1000000000000,55717,False
1000000000000,1000000000000,1000000000000,56046,False
1000000000000,1000000000000,1000000000000,55714,False
1000000000000,1000000000000,1000000000000,58694,True
1000000000000,1000000000000,53524,1000000000000,False
1000000000000,55158,1000000000000,1000000000000,False
47766,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,55952,False
1000000000000,1000000000000,1000000000000,60123,True
1000000000000,53053,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,59842,True
58146,1000000000000,1000000000000,1000000000000,True
48660,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,54697,1000000000000,False
1000000000000,1000000000000,1000000000000,58224,False
1000000000000,1000000000000,1000000000000,59178,True
1000000000000,57885,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,60012,True
1000000000000,1000000000000,1000000000000,57733,False
1000000000000,1000000000000,50573,1000000000000,False
1000000000000,1000000000000,58189,1000000000000,False
49798,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59951,True
1000000000000,1000000000000,1000000000000,58429,False
49235,1000000000000,1000000000000,1000000000000,True
1000000000000,57108,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,59732,True
1000000000000,58900,1000000000000,1000000000000,False
57283,1000000000000,1000000000000,1000000000000,True
1000000000000,54624,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,60598,True
52072,1000000000000,1000000000000,1000000000000,True
56064,1000000000000,1000000000000,1000000000000,True
1000000000000,60362,1000000000000,1000000000000,False
1000000000000,55574,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,59607,False
1000000000000,1000000000000,1000000000000,59202,False
51329,1000000000000,1000000000000,1000000000000,True
1000000000000,56133,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,60173,False
1000000000000,1000000000000,1000000000000,59729,False
1000000000000,1000000000000,1000000000000,59477,False
1000000000000,1000000000000,1000000000000,58389,False
51788,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59954,False
1000000000000,1000000000000,1000000000000,59759,False
1000000000000,1000000000000,1000000000000,60027,False
1000000000000,1000000000000,1000000000000,59714,True
1000000000000,1000000000000,1000000000000,59793,False
1000000000000,1000000000000,1000000000000,58753,False
1000000000000,1000000000000,1000000000000,59074,False
55619,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59531,False
1000000000000,1000000000000,1000000000000,59758,True
1000000000000,1000000000000,1000000000000,58399,True
1000000000000,1000000000000,1000000000000,59227,True
1000000000000,1000000000000,1000000000000,59809,False
1000000000000,1000000000000,1000000000000,59554,False
1000000000000,1000000000000,1000000000000,59974,True
59204,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59150,False
