tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
33103,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,34041,1000000000000,1000000000000,False
34171,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,37781,1000000000000,1000000000000,False
33374,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,35931,1000000000000,1000000000000,False
1000000000000,1000000000000,37162,1000000000000,1000000000000,False
1000000000000,1000000000000,41343,1000000000000,1000000000000,False
1000000000000,1000000000000,43462,1000000000000,1000000000000,False
37622,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,36548,1000000000000,1000000000000,False
39349,1000000000000,1000000000000,1000000000000,1000000000000,True
35690,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,40239,1000000000000,1000000000000,False
1000000000000,1000000000000,39157,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,36383,1000000000000,False
1000000000000,1000000000000,1000000000000,40003,1000000000000,False
1000000000000,1000000000000,1000000000000,38491,1000000000000,False
1000000000000,1000000000000,1000000000000,38129,1000000000000,False
51891,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,44427,1000000000000,False
1000000000000,1000000000000,1000000000000,48075,1000000000000,False
38580,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,43618,1000000000000,False
1000000000000,1000000000000,1000000000000,48899,1000000000000,False
49717,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,48705,1000000000000,1000000000000,False
51096,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,42656,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,41390,False
1000000000000,1000000000000,1000000000000,41763,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,46556,1000000000000,False
1000000000000,1000000000000,1000000000000,44931,1000000000000,False
