tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,tiempos_c5,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,36396,1000000000000,1000000000000,1000000000000,1000000000000,True
34773,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,34032,1000000000000,1000000000000,False
1000000000000,34143,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,35165,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,43297,1000000000000,1000000000000,False
34003,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,38458,1000000000000,1000000000000,False
33311,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,41487,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,40250,1000000000000,1000000000000,False
43979,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
37509,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
39103,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,36417,1000000000000,False
1000000000000,1000000000000,1000000000000,36659,1000000000000,1000000000000,False
1000000000000,33393,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,43600,1000000000000,1000000000000,False
54221,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,35815,1000000000000,1000000000000,False
38259,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,44238,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,37197,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,45416,1000000000000,1000000000000,False
35625,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
36325,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,36367,False
1000000000000,37019,1000000000000,1000000000000,1000000000000,1000000000000,True
53318,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,39710,1000000000000,False
44964,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,38036,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,39626,False
40298,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
41880,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
55643,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
45559,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
60048,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,41684,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,40937,False
1000000000000,1000000000000,1000000000000,1000000000000,40970,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,45605,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,38955,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,41993,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,45244,False
52740,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,44231,1000000000000,False
42300,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
47161,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,48095,1000000000000,1000000000000,False
59663,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,40274,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,47967,1000000000000,False
