tiempos_c0,tiempos_c1,indicador
1000000000000,1000000000000,True
37133,1000000000000,True
36469,1000000000000,True
1000000000000,32898,False
33805,1000000000000,True
1000000000000,34778,False
1000000000000,35702,False
1000000000000,33949,False
1000000000000,36425,False
1000000000000,37216,False
1000000000000,39553,False
1000000000000,1000000000000,False
1000000000000,43388,False
39637,1000000000000,True
33330,1000000000000,True
1000000000000,1000000000000,True
41070,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
34322,1000000000000,True
1000000000000,1000000000000,False
1000000000000,42314,False
40342,1000000000000,True
1000000000000,1000000000000,False
38736,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
36876,1000000000000,True
1000000000000,46301,False
1000000000000,1000000000000,False
1000000000000,38751,False
1000000000000,41311,False
1000000000000,44297,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,40573,False
1000000000000,45580,False
1000000000000,43865,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
48414,1000000000000,True
52069,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
43141,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
43808,1000000000000,True
42296,1000000000000,True
1000000000000,1000000000000,False
1000000000000,49548,False
58830,1000000000000,True
1000000000000,51570,False
1000000000000,1000000000000,False
48069,1000000000000,True
47399,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
56576,1000000000000,True
1000000000000,1000000000000,True
45602,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
51430,1000000000000,True
45037,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
59480,1000000000000,True
1000000000000,50644,False
1000000000000,1000000000000,False
44407,1000000000000,True
1000000000000,51099,False
1000000000000,1000000000000,False
55401,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,53650,False
1000000000000,51980,False
46386,1000000000000,True
57363,1000000000000,True
1000000000000,52584,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,50056,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
59839,1000000000000,True
1000000000000,1000000000000,True
53259,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,55057,False
1000000000000,55979,False
56252,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
51877,1000000000000,True
1000000000000,1000000000000,False
49187,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
50185,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
58133,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
57827,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
54131,1000000000000,True
1000000000000,1000000000000,True
1000000000000,58772,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
55029,1000000000000,True
1000000000000,60100,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,59114,False
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,False
1000000000000,1000000000000,False
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
1000000000000,1000000000000,True
