status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate,run_id
ok,2026-06-19T07:28:23,2026-06-19T07:29:59,95.90878629987128,1.5984797716645214,1,0,10,60,5.0,process,8,1,False,10000,5,True,42,100,98,198,128.0,310.0,0.4129032258064516,451.5823301814782,5,68,10,4,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,70,64.47079439996742,9.21011348570963,10.642753799911588,0,0,0.5050505050505051,1
ok,2026-06-19T07:29:59,2026-06-19T07:31:39,100.14236050006002,1.669039341667667,1,0,10,120,5.0,process,8,1,False,10000,5,True,42,109,97,206,135.0,317.0,0.42586750788643535,450.67667842648024,5,79,12,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,70,67.35880639986135,9.622686628551621,10.63068459997885,0,0,0.529126213592233,2
ok,2026-06-19T07:31:39,2026-06-19T07:35:06,206.63969469978474,3.443994911663079,1,0,25,60,5.0,process,8,1,False,10000,5,True,42,98,113,211,123.0,344.0,0.35755813953488375,456.85991098455816,5,72,1,4,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,9,225,158.83388649951667,17.648209611057407,20.933949599973857,0,0,0.46445497630331756,3
ok,2026-06-19T07:35:06,2026-06-19T07:38:10,183.58271549991332,3.059711924998555,1,0,25,120,5.0,process,8,1,False,10000,5,True,42,103,83,186,135.0,299.0,0.451505016722408,459.51110184978177,5,65,0,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,175,139.7999034000095,19.971414771429927,21.952189799863845,0,0,0.553763440860215,4
ok,2026-06-19T07:38:10,2026-06-19T07:39:36,86.29965030006133,1.4383275050010222,1,1,10,60,5.0,process,8,1,False,10000,5,True,42,93,125,218,116.0,354.0,0.327683615819209,464.4550269785319,5,67,7,5,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,6,60,57.621388599975035,9.603564766662506,10.631045599933714,0,0,0.42660550458715596,5
ok,2026-06-19T07:39:36,2026-06-19T07:41:26,110.43417060002685,1.8405695100004473,1,1,10,120,5.0,process,8,1,False,10000,5,True,42,97,123,220,115.0,355.0,0.323943661971831,454.6934049604342,5,78,5,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,80,79.54009190062061,9.942511487577576,11.735043900087476,0,0,0.4409090909090909,6
ok,2026-06-19T07:41:26,2026-06-19T07:45:37,250.08172819996253,4.168028803332708,1,1,25,60,5.0,process,8,1,False,10000,5,True,42,91,96,187,125.0,312.0,0.40064102564102566,452.04479055463594,7,55,3,2,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,11,275,214.6522816005163,19.513843781865116,20.943743400042877,0,0,0.48663101604278075,7
ok,2026-06-19T07:45:37,2026-06-19T07:49:03,206.47382070007734,3.441230345001289,1,1,25,120,5.0,process,8,1,False,10000,5,True,42,112,112,224,145.0,351.0,0.4131054131054131,443.3641671911158,5,75,14,5,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,8,200,139.81993340025656,17.47749167503207,20.947822500020266,0,0,0.5,8
ok,2026-06-19T07:49:03,2026-06-19T07:50:59,115.68446560017765,1.9280744266696275,1,2,10,60,5.0,process,8,1,False,10000,5,True,42,108,95,203,140.0,323.0,0.43343653250773995,447.17677283743944,7,73,7,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,10,100,89.348515099613,8.9348515099613,10.665454400004819,0,0,0.5320197044334976,9
ok,2026-06-19T07:50:59,2026-06-19T07:52:41,102.2984301999677,1.7049738366661282,1,2,10,120,5.0,process,8,1,False,10000,5,True,42,96,118,214,111.0,338.0,0.32840236686390534,469.84850294142035,4,79,7,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,7,70,63.150303799891844,9.02147197141312,10.643424999900162,0,0,0.4485981308411215,10
ok,2026-06-19T07:52:41,2026-06-19T07:56:23,221.4041150000412,3.69006858333402,1,2,25,60,5.0,process,8,1,False,10000,5,True,42,103,92,195,143.0,320.0,0.446875,435.6400795355098,6,61,6,1,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,10,250,179.5949196999427,17.959491969994268,20.968010700074956,0,0,0.5282051282051282,11
ok,2026-06-19T07:56:23,2026-06-19T07:59:57,214.0230335998349,3.567050559997248,1,2,25,120,5.0,process,8,1,False,10000,5,True,42,91,75,166,130.0,277.0,0.4693140794223827,468.1409212436459,8,49,1,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,8,10,250,183.9559918998275,18.39559918998275,20.95971559989266,0,0,0.5481927710843374,12
