tiempos_c0,tiempos_c1,tiempos_c2,indicador
1000000000000,1000000000000,1000000000000,True
37038,1000000000000,1000000000000,True
1000000000000,33927,1000000000000,False
33834,1000000000000,1000000000000,True
1000000000000,41409,1000000000000,False
35856,1000000000000,1000000000000,True
1000000000000,42619,1000000000000,False
1000000000000,37282,1000000000000,False
1000000000000,35972,1000000000000,False
1000000000000,43212,1000000000000,False
34845,1000000000000,1000000000000,True
1000000000000,40009,1000000000000,False
40079,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,44421,1000000000000,False
1000000000000,1000000000000,36716,False
1000000000000,1000000000000,39576,False
1000000000000,1000000000000,43029,False
1000000000000,1000000000000,43849,False
1000000000000,45654,1000000000000,False
46990,1000000000000,1000000000000,True
1000000000000,1000000000000,41427,False
1000000000000,1000000000000,38871,False
46674,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
38413,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
39829,1000000000000,1000000000000,True
1000000000000,48672,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
41295,1000000000000,1000000000000,True
44679,1000000000000,1000000000000,True
50268,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
52721,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
45794,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,48560,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,45955,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,45826,False
1000000000000,47655,1000000000000,False
1000000000000,1000000000000,1000000000000,False
52159,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
42041,1000000000000,1000000000000,True
43816,1000000000000,1000000000000,True
47454,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,48343,1000000000000,False
56540,1000000000000,1000000000000,True
1000000000000,50015,1000000000000,False
1000000000000,1000000000000,47013,False
54391,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,47316,False
1000000000000,1000000000000,1000000000000,False
42859,1000000000000,1000000000000,True
50970,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,47228,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,49336,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,48766,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,49392,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,50173,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,46293,False
55864,1000000000000,1000000000000,True
1000000000000,1000000000000,46675,False
1000000000000,46903,1000000000000,False
1000000000000,1000000000000,47940,False
1000000000000,55162,1000000000000,False
50642,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
48217,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,46425,1000000000000,False
1000000000000,1000000000000,54635,False
1000000000000,1000000000000,1000000000000,False
1000000000000,54063,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,52546,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
