camion_id,timestamps,camion_pos
0,33909.577171875,"(4714.951171875, 4801.8740234375)"
0,34874.95696875,"(4858.333984375, 10112.517578125)"
0,36203.232796874996,"(8180.24169921875, 5460.28759765625)"
0,37267.83731249999,"(4453.91162109375, 7877.04443359375)"
0,38348.096167968746,"(5814.5244140625, 2985.859619140625)"
0,39024.45492407226,"(5174.46728515625, 178.98094177246094)"
0,40139.83406689453,"(2983.3974609375, 4483.599609375)"
0,40812.85123681641,"(1703.4581298828125, 6627.390625)"
0,41873.539117675784,"(1421.709716796875, 12461.5302734375)"
0,43147.00420751953,"(6031.15283203125, 9477.4658203125)"
0,44093.45637158203,"(8847.4267578125, 11983.7763671875)"
0,45780.41552783203,"(14675.16015625, 16621.037109375)"
0,48376.63803955078,"(3925.868408203125, 10591.005859375)"
0,48678.03116455078,"(3473.693603515625, 10981.8388671875)"
0,52221.67720751953,"(19086.25390625, 18727.931640625)"
0,53992.774832519535,"(18369.193359375, 8395.703125)"
0,55097.58966064454,"(18879.7734375, 14307.4482421875)"
0,56046.02386376954,"(19524.552734375, 9615.87890625)"
0,57108.63586376954,"(17304.31640625, 13524.892578125)"
0,58453.01325439454,"(9226.587890625, 13516.6669921875)"
0,59295.76038720704,"(5592.54638671875, 14485.0361328125)"
0,60318.85233251954,"(9693.5595703125, 12731.244140625)"
1,32788.0,"(8844.4208984375, 10640.830078125)"
1,33998.0659609375,"(2005.50732421875, 10326.5078125)"
1,36524.78509375,"(9963.75, 18664.92578125)"
1,38474.869867187495,"(1307.90966796875, 15028.5107421875)"
1,39683.702265625,"(6736.9765625, 16744.11328125)"
1,40275.9422734375,"(6601.14013671875, 19471.0546875)"
1,41483.203046874994,"(10219.9345703125, 15956.09375)"
1,42519.200781249994,"(12447.419921875, 19673.037109375)"
1,44382.93452734374,"(3703.808837890625, 16724.052734375)"
1,45883.712054687494,"(9941.7109375, 19658.216796875)"
1,46828.38116406249,"(10838.849609375, 15245.1533203125)"
1,47982.39013281249,"(16897.33984375, 14539.6923828125)"
1,50109.76696093749,"(6620.751953125, 17786.5546875)"
1,50866.4444921875,"(6653.5546875, 13814.65234375)"
1,51835.74354296875,"(3141.053466796875, 15783.39453125)"
1,52216.46298437499,"(3278.3955078125, 17039.9375)"
1,53776.4202578125,"(4670.74365234375, 8849.2490234375)"
1,54264.8581328125,"(2768.43994140625, 8609.623046875)"
1,55310.66013671875,"(2578.970947265625, 14432.66796875)"
1,56169.034187499994,"(1371.6220703125, 10929.0859375)"
1,56970.55309374999,"(4648.44140625, 11968.3701171875)"
1,57577.81853124999,"(4492.3759765625, 14779.42578125)"
1,58324.858855468745,"(2192.493408203125, 13141.5283203125)"
1,59023.302660156245,"(1120.920654296875, 10612.796875)"
1,59624.8532734375,"(2613.9384765625, 9178.3798828125)"
1,60255.206242187494,"(4841.693359375, 10078.076171875)"
2,33810.2889609375,"(17456.154296875, 7662.48095703125)"
2,34992.395437499996,"(17223.2578125, 14388.6572265625)"
2,36966.34996874999,"(15789.591796875, 3364.3056640625)"
2,38276.82506249999,"(10612.7109375, 6037.9462890625)"
2,39443.88121874999,"(16773.78125, 6731.4326171875)"
2,40262.857874999994,"(17799.2578125, 10143.2939453125)"
2,40778.53017187499,"(16150.8935546875, 9460.6005859375)"
2,41772.559710937494,"(19003.787109375, 6660.51123046875)"
2,42784.00639453124,"(19427.7578125, 1310.546630859375)"
2,44733.51611718749,"(19457.189453125, 13569.376953125)"
2,46236.133546875,"(16023.5283203125, 7818.19482421875)"
2,47259.117597656244,"(14152.205078125, 3835.462158203125)"
2,48840.86446874999,"(9326.880859375, 8744.4912109375)"
2,50524.39740234374,"(12360.607421875, 1337.016845703125)"
2,51223.41875390624,"(8946.0400390625, 1147.269287109375)"
2,52183.71585351561,"(13641.451171875, 423.9505615234375)"
2,53158.334519531236,"(16327.50390625, 3256.0830078125)"
2,53617.833175781234,"(16403.599609375, 5120.9501953125)"
2,54505.23616406248,"(19661.31640625, 3466.146240234375)"
2,55296.94507031248,"(15698.478515625, 3181.005615234375)"
2,55644.11831249998,"(16267.796875, 3772.612548828125)"
2,56725.89125097654,"(13313.6875, 464.40985107421875)"
2,57690.43374023436,"(14944.6025390625, 4281.70654296875)"
2,58689.81638085936,"(10206.931640625, 3329.22021484375)"
2,59599.13707617186,"(7197.13818359375, 5384.15380859375)"
2,60425.73588867186,"(9529.7236328125, 7541.837890625)"
