camion_id,timestamps,camion_pos
0,39118.0,"(14510.232421875, 9925.87109375)"
0,39602.0,"(16150.8935546875, 9460.6005859375)"
0,40037.0,"(16023.5283203125, 7818.19482421875)"
0,40446.0,"(17456.154296875, 7662.48095703125)"
0,40859.0,"(16773.78125, 6731.4326171875)"
0,41371.0,"(19003.787109375, 6660.51123046875)"
0,42612.0,"(19457.189453125, 13569.376953125)"
0,43232.0,"(17223.2578125, 14388.6572265625)"
0,44107.0,"(17799.2578125, 10143.2939453125)"
0,46451.0,"(11282.08984375, 4204.1357421875)"
0,47098.0,"(14152.205078125, 3835.462158203125)"
0,47628.0,"(13320.552734375, 2238.60546875)"
0,48077.0,"(12360.607421875, 1337.016845703125)"
0,48777.0,"(8946.0400390625, 1147.269287109375)"
0,49566.0,"(6595.77587890625, 3019.93994140625)"
0,51890.0,"(7445.84716796875, 8617.123046875)"
0,52504.0,"(4670.74365234375, 8849.2490234375)"
0,52720.0,"(4533.06298828125, 8742.5849609375)"
0,53210.0,"(3495.85498046875, 7631.060546875)"
0,53636.0,"(2768.43994140625, 8609.623046875)"
0,53921.0,"(2613.9384765625, 9178.3798828125)"
0,54127.0,"(2530.498291015625, 9274.4267578125)"
0,54703.0,"(1120.920654296875, 10612.796875)"
0,54965.0,"(1371.6220703125, 10929.0859375)"
0,55767.0,"(4648.44140625, 11968.3701171875)"
0,56375.0,"(4492.3759765625, 14779.42578125)"
0,56650.0,"(4984.10400390625, 14944.5576171875)"
0,56984.0,"(5592.54638671875, 14485.0361328125)"
0,57632.0,"(8323.7509765625, 14997.5888671875)"
0,57839.0,"(8322.419921875, 15178.4052734375)"
0,58117.0,"(8259.013671875, 15788.8994140625)"
0,58407.0,"(8859.65625, 15630.9306640625)"
0,59084.0,"(11664.0009765625, 14987.9287109375)"
0,59321.0,"(11847.0361328125, 14779.4677734375)"
0,59542.0,"(12040.38671875, 14691.3056640625)"
0,59927.0,"(11209.4072265625, 14104.2001953125)"
0,60523.0,"(9693.5595703125, 12731.244140625)"
1,36155.0,"(10582.4658203125, 6495.4521484375)"
1,37536.0,"(15789.591796875, 3364.3056640625)"
1,38107.0,"(13143.5322265625, 3295.64892578125)"
1,39047.0,"(10612.7109375, 6037.9462890625)"
1,40776.0,"(10219.9345703125, 15956.09375)"
1,41448.0,"(11402.1181640625, 18184.7421875)"
1,41993.0,"(12447.419921875, 19673.037109375)"
1,42536.0,"(9941.7109375, 19658.216796875)"
1,42735.0,"(9935.8291015625, 19537.576171875)"
1,43045.0,"(9963.75, 18664.92578125)"
1,43356.0,"(9889.1220703125, 17830.634765625)"
1,44147.0,"(6736.9765625, 16744.11328125)"
1,44494.0,"(6620.751953125, 17786.5546875)"
