camion_id,timestamps,camion_pos
1,44920.0,"(6601.14013671875, 19471.0546875)"
1,45523.0,"(3800.852783203125, 19605.4921875)"
1,46132.0,"(3703.808837890625, 16724.052734375)"
1,46726.0,"(5989.16259765625, 16137.853515625)"
1,46955.0,"(6293.61572265625, 16107.4072265625)"
1,47641.0,"(9024.978515625, 15327.3056640625)"
1,48095.0,"(10838.849609375, 15245.1533203125)"
1,48868.0,"(10405.8896484375, 11561.9462890625)"
1,50432.0,"(10206.931640625, 3329.22021484375)"
1,50838.0,"(11128.8310546875, 2687.766845703125)"
1,51280.0,"(11407.1845703125, 1153.57470703125)"
1,51834.0,"(13313.6875, 464.4098510742188)"
1,52068.0,"(13641.451171875, 423.9505615234375)"
1,52750.0,"(15079.8544921875, 2465.452880859375)"
1,53123.0,"(15698.478515625, 3181.005615234375)"
1,53405.0,"(16327.50390625, 3256.0830078125)"
1,53668.0,"(16267.796875, 3772.612548828125)"
1,54062.0,"(16403.599609375, 5120.9501953125)"
1,54474.0,"(15182.6513671875, 4733.9736328125)"
1,54754.0,"(14944.6025390625, 4281.70654296875)"
1,55117.0,"(14372.8056640625, 3586.77978515625)"
1,55388.0,"(14233.02734375, 3097.184326171875)"
1,55718.0,"(13580.005859375, 3482.05078125)"
1,56111.0,"(12849.1083984375, 4224.93505859375)"
1,57035.0,"(12162.6044921875, 8702.845703125)"
1,57872.0,"(9867.8837890625, 9038.341796875)"
1,58317.0,"(9529.7236328125, 7541.837890625)"
1,59203.0,"(6917.43701171875, 5254.69189453125)"
1,59442.0,"(7197.13818359375, 5384.15380859375)"
1,59913.0,"(8955.703125, 5641.97900390625)"
2,35526.0,"(4841.693359375, 10078.076171875)"
2,35714.0,"(4858.333984375, 10112.517578125)"
2,36336.0,"(2005.50732421875, 10326.5078125)"
2,36658.0,"(2218.49658203125, 11096.4072265625)"
2,37536.0,"(1307.90966796875, 15028.5107421875)"
2,38134.0,"(2263.793212890625, 13086.1796875)"
2,38747.0,"(5094.0634765625, 12916.1884765625)"
2,39795.0,"(8844.4208984375, 10640.830078125)"
2,40543.0,"(9326.880859375, 8744.4912109375)"
2,41362.0,"(8180.24169921875, 5460.28759765625)"
2,42239.0,"(5814.5244140625, 2985.859619140625)"
2,42839.0,"(4714.951171875, 4801.8740234375)"
2,43315.0,"(2983.3974609375, 4483.599609375)"
2,43663.0,"(3392.359619140625, 5236.2841796875)"
2,44287.0,"(1703.4581298828125, 6627.390625)"
2,45044.0,"(4453.91162109375, 7877.04443359375)"
2,45534.0,"(4033.358154296875, 9608.998046875)"
2,45945.0,"(5319.84765625, 9925.6953125)"
2,46292.0,"(6031.15283203125, 9477.4658203125)"
2,46849.0,"(7809.92724609375, 10315.78125)"
2,47197.0,"(8688.025390625, 10600.859375)"
2,47600.0,"(8847.4267578125, 11983.7763671875)"
2,48642.0,"(8139.61962890625, 10982.5458984375)"
2,49486.0,"(3925.868408203125, 10591.005859375)"
2,49788.0,"(3473.693603515625, 10981.8388671875)"
2,50477.0,"(1421.709716796875, 12461.5302734375)"
2,50866.0,"(2192.493408203125, 13141.5283203125)"
2,51288.0,"(2578.970947265625, 14432.66796875)"
2,52142.0,"(7124.33251953125, 14561.826171875)"
2,52776.0,"(9226.587890625, 13516.6669921875)"
2,53087.0,"(9249.2802734375, 12629.7724609375)"
2,53321.0,"(9582.7578125, 12588.513671875)"
2,54285.0,"(10889.0966796875, 8453.669921875)"
2,55149.0,"(14166.6083984375, 6987.6005859375)"
2,55663.0,"(15882.1611328125, 6386.0205078125)"
2,56258.0,"(17714.482421875, 5340.8203125)"
2,56549.0,"(17540.5546875, 4746.0927734375)"
2,56761.0,"(17757.232421875, 4746.775390625)"
2,57043.0,"(18089.025390625, 5117.189453125)"
2,57424.0,"(18097.287109375, 6503.09521484375)"
2,57788.0,"(17564.16796875, 7246.23583984375)"
2,58037.0,"(17459.103515625, 7615.84033203125)"
2,58300.0,"(17218.744140625, 7280.69873046875)"
2,58619.0,"(16443.21875, 7091.85302734375)"
2,58985.0,"(16010.310546875, 7946.85693359375)"
2,59403.0,"(14698.8603515625, 8284.9296875)"
2,59894.0,"(14556.7666015625, 10299.7900390625)"
2,60238.0,"(14256.3955078125, 11133.7880859375)"
