tiempos_c0,tiempos_c1,tiempos_c2,indicador
1000000000000,1000000000000,1000000000000,True
34985,1000000000000,1000000000000,True
1000000000000,36579,1000000000000,False
1000000000000,1000000000000,35778,False
1000000000000,39737,1000000000000,False
39884,1000000000000,1000000000000,True
34419,1000000000000,1000000000000,True
38761,1000000000000,1000000000000,True
48134,1000000000000,1000000000000,True
1000000000000,45102,1000000000000,False
38277,1000000000000,1000000000000,True
48916,1000000000000,1000000000000,True
1000000000000,40584,1000000000000,False
36686,1000000000000,1000000000000,True
1000000000000,46585,1000000000000,False
1000000000000,43751,1000000000000,False
1000000000000,41034,1000000000000,False
1000000000000,41576,1000000000000,False
1000000000000,1000000000000,38540,False
39455,1000000000000,1000000000000,True
1000000000000,1000000000000,40920,False
1000000000000,1000000000000,42160,False
1000000000000,47386,1000000000000,False
1000000000000,40320,1000000000000,False
1000000000000,42342,1000000000000,False
1000000000000,1000000000000,41921,False
40299,1000000000000,1000000000000,True
43327,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,45527,False
1000000000000,1000000000000,45853,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
42648,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,44306,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,50271,False
1000000000000,1000000000000,1000000000000,False
41570,1000000000000,1000000000000,True
1000000000000,50317,1000000000000,False
1000000000000,1000000000000,1000000000000,False
49644,1000000000000,1000000000000,True
1000000000000,1000000000000,47913,False
1000000000000,1000000000000,47475,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,51588,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,51177,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,46348,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,46887,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,45148,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
60121,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,46109,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,49663,1000000000000,False
1000000000000,1000000000000,50680,False
50467,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,52307,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,51949,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,52904,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,44827,False
1000000000000,1000000000000,1000000000000,True
58709,1000000000000,1000000000000,True
50102,1000000000000,1000000000000,True
1000000000000,1000000000000,53588,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
46654,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,54354,False
47139,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,54540,1000000000000,False
1000000000000,1000000000000,1000000000000,False
49268,1000000000000,1000000000000,True
57678,1000000000000,1000000000000,True
1000000000000,50052,1000000000000,False
58197,1000000000000,1000000000000,True
43960,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,52660,False
52407,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
57145,1000000000000,1000000000000,True
44789,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,51171,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,52660,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,54907,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,50924,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
48419,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
45535,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,50609,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,55784,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,56364,1000000000000,False
54276,1000000000000,1000000000000,True
1000000000000,1000000000000,52283,False
1000000000000,1000000000000,1000000000000,False
47559,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,51998,False
1000000000000,51440,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,57045,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,58632,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,59877,False
1000000000000,57778,1000000000000,False
1000000000000,56721,1000000000000,False
56451,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,58098,1000000000000,False
1000000000000,1000000000000,1000000000000,True
51306,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
59867,1000000000000,1000000000000,True
1000000000000,1000000000000,58854,False
1000000000000,58972,1000000000000,False
53037,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,55405,1000000000000,False
54893,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,57976,False
59306,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
