vehicle_id,trip,customer_ids,departure_time_from_depot,return_to_depot_time,total_profit,total_distance_km
1,195,['R5_C1'],42396.819163361055,49972.819163361055,1.0,55.04643874974858
2,114,"['R5_C2', 'R5_C3', 'R5_C0']",38554.23257602502,42515.23257602502,4.0,27.443054916161177
0,1,['R5_C4'],35588.177601225405,38799.914959460024,1.0,27.0460615234375
0,79,"['R5_C29', 'R5_C22', 'R5_C11', 'R5_C33', 'R5_C17', 'R5_C23', 'R5_C27', 'R5_C36', 'R5_C7', 'R5_C5', 'R5_C12']",38799.914959460024,41946.914959460024,21.0,16.120189453125
0,1,"['R5_C21', 'R5_C31', 'R5_C48', 'R5_C32', 'R5_C35', 'R5_C30', 'R5_C56', 'R5_C15', 'R5_C9', 'R5_C57', 'R5_C34', 'R5_C38', 'R5_C69', 'R5_C53', 'R5_C43', 'R5_C68', 'R5_C26', 'R5_C64']",41946.914959460024,47591.914959460024,35.0,33.23865698242187
2,78,"['R5_C70', 'R5_C49', 'R5_C10', 'R5_C65', 'R5_C60', 'R5_C20', 'R5_C19', 'R5_C80', 'R5_C45', 'R5_C50', 'R5_C51', 'R5_C66', 'R5_C61', 'R5_C63']",42515.23257602502,47214.23257602502,27.0,30.155755859375002
2,27,"['R5_C141', 'R5_C124', 'R5_C87', 'R5_C134', 'R5_C77', 'R5_C54', 'R5_C148', 'R5_C101', 'R5_C42', 'R5_C86', 'R5_C147', 'R5_C146', 'R5_C82']",47254.0,51515.0,24.0,26.580414550781253
0,29,"['R5_C135', 'R5_C126', 'R5_C115', 'R5_C89', 'R5_C110', 'R5_C91', 'R5_C155', 'R5_C118', 'R5_C108', 'R5_C140', 'R5_C137', 'R5_C103', 'R5_C100', 'R5_C93', 'R5_C123', 'R5_C78', 'R5_C151', 'R5_C136', 'R5_C111', 'R5_C150', 'R5_C116', 'R5_C117', 'R5_C131', 'R5_C120', 'R5_C144', 'R5_C142']",47786.0,55125.0,43.0,31.739369984429825
1,4,"['R5_C164', 'R5_C174', 'R5_C72', 'R5_C79', 'R5_C132', 'R5_C37', 'R5_C102', 'R5_C128', 'R5_C71', 'R5_C83', 'R5_C127', 'R5_C133', 'R5_C138', 'R5_C44', 'R5_C166', 'R5_C73', 'R5_C154', 'R5_C156', 'R5_C112', 'R5_C59', 'R5_C161']",49972.819163361055,56166.819163361055,33.0,33.35482458496094
2,4,"['R5_C153', 'R5_C177', 'R5_C159', 'R5_C152', 'R5_C168', 'R5_C122', 'R5_C92', 'R5_C94', 'R5_C105', 'R5_C173', 'R5_C95', 'R5_C185', 'R5_C186']",51722.0,56224.0,21.0,29.92239697265625
0,160,"['R5_C198', 'R5_C209', 'R5_C206', 'R5_C181', 'R5_C211', 'R5_C163', 'R5_C214', 'R5_C167', 'R5_C157', 'R5_C158', 'R5_C130', 'R5_C169', 'R5_C160', 'R5_C165', 'R5_C207', 'R5_C121', 'R5_C96', 'R5_C197', 'R5_C196', 'R5_C215']",55254.0,61118.0,35.0,31.24296875
1,107,"['R5_C175', 'R5_C187', 'R5_C193', 'R5_C184', 'R5_C162', 'R5_C99', 'R5_C180', 'R5_C203', 'R5_C182', 'R5_C172', 'R5_C213', 'R5_C190', 'R5_C204', 'R5_C205']",56166.819163361055,61180.819163361055,23.0,34.567294921875
2,158,"['R5_C216', 'R5_C212', 'R5_C55', 'R5_C192', 'R5_C199', 'R5_C195', 'R5_C208', 'R5_C129', 'R5_C201', 'R5_C176', 'R5_C47', 'R5_C179', 'R5_C119']",56224.0,61185.0,18.0,36.305313720703126
