tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,tiempos_c5,tiempos_c6,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
33103,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,34041,1000000000000,1000000000000,1000000000000,False
34171,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,37781,1000000000000,1000000000000,1000000000000,False
33374,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,35931,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,37162,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,41343,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,43462,1000000000000,1000000000000,1000000000000,False
37622,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,36548,1000000000000,1000000000000,1000000000000,False
39349,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
35690,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,40239,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,39157,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,36383,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,40003,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,38491,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,38129,1000000000000,1000000000000,False
51891,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,44427,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,48075,1000000000000,1000000000000,False
38580,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,43618,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,48899,1000000000000,1000000000000,False
49717,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,48705,1000000000000,1000000000000,1000000000000,False
51096,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,42656,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,41390,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,41763,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,41931,False
1000000000000,1000000000000,1000000000000,1000000000000,46556,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,44931,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,47182,1000000000000,1000000000000,1000000000000,False
40585,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
45624,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
42505,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,43066,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,44188,1000000000000,1000000000000,False
1000000000000,42276,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,48244,1000000000000,False
41737,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
52716,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,51430,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,45339,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,47881,1000000000000,False
1000000000000,1000000000000,1000000000000,47790,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,43935,1000000000000,False
1000000000000,1000000000000,1000000000000,51217,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,46114,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,50881,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,48970,1000000000000,False
48057,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,52673,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,50175,1000000000000,False
1000000000000,44485,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
44976,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
55720,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,45574,False
1000000000000,1000000000000,1000000000000,1000000000000,51858,1000000000000,1000000000000,False
43832,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,44960,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,46151,1000000000000,False
43094,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,50613,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,51896,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,52482,1000000000000,1000000000000,False
59042,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
57896,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,54151,1000000000000,False
54583,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,45730,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,53223,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,48960,1000000000000,1000000000000,1000000000000,False
50066,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,52156,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,53764,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,51481,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,52769,False
53681,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
52970,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,49357,False
1000000000000,1000000000000,1000000000000,1000000000000,54797,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,50787,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
46490,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,47440,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,53511,False
48781,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,46634,1000000000000,1000000000000,1000000000000,False
