tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,indicador
1000000000000,1000000000000,1000000000000,1000000000000,True
37133,1000000000000,1000000000000,1000000000000,True
36469,1000000000000,1000000000000,1000000000000,True
1000000000000,32898,1000000000000,1000000000000,False
33805,1000000000000,1000000000000,1000000000000,True
1000000000000,34778,1000000000000,1000000000000,False
1000000000000,35702,1000000000000,1000000000000,False
1000000000000,33949,1000000000000,1000000000000,False
1000000000000,36425,1000000000000,1000000000000,False
1000000000000,37216,1000000000000,1000000000000,False
1000000000000,39553,1000000000000,1000000000000,False
1000000000000,1000000000000,35604,1000000000000,False
1000000000000,43388,1000000000000,1000000000000,False
39637,1000000000000,1000000000000,1000000000000,True
33330,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
41070,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,41705,1000000000000,False
1000000000000,1000000000000,43639,1000000000000,False
34322,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,42364,1000000000000,False
1000000000000,42314,1000000000000,1000000000000,False
40342,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,39906,1000000000000,False
38736,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,46706,1000000000000,False
1000000000000,1000000000000,38866,1000000000000,False
36876,1000000000000,1000000000000,1000000000000,True
1000000000000,46301,1000000000000,1000000000000,False
1000000000000,1000000000000,40906,1000000000000,False
1000000000000,38751,1000000000000,1000000000000,False
1000000000000,41311,1000000000000,1000000000000,False
1000000000000,44297,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,40573,1000000000000,1000000000000,False
1000000000000,45580,1000000000000,1000000000000,False
1000000000000,43865,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
48414,1000000000000,1000000000000,1000000000000,True
52069,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
43141,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,51013,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,50214,1000000000000,False
43808,1000000000000,1000000000000,1000000000000,True
42296,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,49548,1000000000000,1000000000000,False
58830,1000000000000,1000000000000,1000000000000,True
1000000000000,51570,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
48069,1000000000000,1000000000000,1000000000000,True
47399,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
56576,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
45602,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
51430,1000000000000,1000000000000,1000000000000,True
45037,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,52526,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,49469,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
59480,1000000000000,1000000000000,1000000000000,True
1000000000000,50644,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
44407,1000000000000,1000000000000,1000000000000,True
1000000000000,51099,1000000000000,1000000000000,False
