tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,tiempos_c5,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,33238,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,35756,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,37469,1000000000000,1000000000000,False
1000000000000,33894,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,42753,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,36766,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,34470,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,42768,1000000000000,False
50659,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
33657,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,41865,1000000000000,1000000000000,False
33017,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,41009,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,39387,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,36108,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,34522,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,40183,1000000000000,1000000000000,False
45501,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,36970,1000000000000,False
35471,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,40064,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,42413,1000000000000,False
1000000000000,34088,1000000000000,1000000000000,1000000000000,1000000000000,True
34505,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,39358,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,36360,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,37525,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,44834,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,40270,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,44139,False
1000000000000,46249,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,44990,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,42241,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,37047,1000000000000,1000000000000,1000000000000,1000000000000,True
45765,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
36666,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,46682,False
41539,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,46888,1000000000000,False
1000000000000,44805,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,45626,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,46125,1000000000000,False
38116,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,47269,1000000000000,1000000000000,False
37407,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,46238,1000000000000,1000000000000,False
44544,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
37095,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
58710,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,45927,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,45670,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,40945,False
40282,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
38571,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,38265,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,47693,1000000000000,False
58108,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,48067,1000000000000,1000000000000,False
1000000000000,41480,1000000000000,1000000000000,1000000000000,1000000000000,True
41088,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,48863,False
1000000000000,1000000000000,1000000000000,45730,1000000000000,1000000000000,False
39306,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,48743,1000000000000,1000000000000,False
1000000000000,50513,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,49355,1000000000000,False
44956,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
42940,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,50002,1000000000000,1000000000000,False
40653,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
49961,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,51272,1000000000000,1000000000000,1000000000000,1000000000000,True
41928,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
42190,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,48142,1000000000000,False
44081,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,51084,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,42112,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,46750,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
