tiempos_c0,tiempos_c1,tiempos_c2,indicador
1000000000000,1000000000000,1000000000000,True
35194,1000000000000,1000000000000,True
36971,1000000000000,1000000000000,True
34028,1000000000000,1000000000000,True
1000000000000,35385,1000000000000,False
33253,1000000000000,1000000000000,True
1000000000000,37917,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,40578,1000000000000,False
1000000000000,43228,1000000000000,False
34712,1000000000000,1000000000000,True
1000000000000,43779,1000000000000,False
37285,1000000000000,1000000000000,True
1000000000000,38251,1000000000000,False
1000000000000,41688,1000000000000,False
1000000000000,44233,1000000000000,False
36471,1000000000000,1000000000000,True
1000000000000,1000000000000,38189,False
1000000000000,39180,1000000000000,False
1000000000000,38564,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,40202,1000000000000,False
1000000000000,46857,1000000000000,False
48660,1000000000000,1000000000000,True
1000000000000,1000000000000,46523,False
1000000000000,1000000000000,45612,False
1000000000000,1000000000000,44307,False
1000000000000,45882,1000000000000,False
37872,1000000000000,1000000000000,True
39912,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,41038,False
38521,1000000000000,1000000000000,True
1000000000000,1000000000000,43260,False
1000000000000,1000000000000,41909,False
1000000000000,46517,1000000000000,False
50628,1000000000000,1000000000000,True
1000000000000,1000000000000,42665,False
1000000000000,1000000000000,41539,False
41813,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,49366,False
40902,1000000000000,1000000000000,True
41263,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,46278,1000000000000,False
1000000000000,1000000000000,49009,False
42513,1000000000000,1000000000000,True
49891,1000000000000,1000000000000,True
1000000000000,50737,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
42258,1000000000000,1000000000000,True
46196,1000000000000,1000000000000,True
1000000000000,1000000000000,50947,False
1000000000000,51986,1000000000000,False
45997,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,47443,1000000000000,False
41485,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,47868,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,51745,1000000000000,False
1000000000000,51463,1000000000000,False
1000000000000,1000000000000,1000000000000,True
51354,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
55097,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,51873,False
1000000000000,48412,1000000000000,False
1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,False
