tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,indicador
57297,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,58948,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,60394,1000000000000,1000000000000,False
1000000000000,1000000000000,59867,1000000000000,1000000000000,False
1000000000000,1000000000000,59529,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,59709,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,53456,1000000000000,1000000000000,1000000000000,True
1000000000000,54008,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,59923,False
1000000000000,57774,1000000000000,1000000000000,1000000000000,True
1000000000000,54500,1000000000000,1000000000000,1000000000000,True
59612,1000000000000,1000000000000,1000000000000,1000000000000,True
55991,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59377,1000000000000,False
55592,1000000000000,1000000000000,1000000000000,1000000000000,True
55084,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,55563,1000000000000,1000000000000,1000000000000,True
58034,34399,1000000000000,1000000000000,1000000000000,True
