tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,33978,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,34672,1000000000000,False
35214,1000000000000,1000000000000,1000000000000,1000000000000,True
33713,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,40297,1000000000000,1000000000000,False
1000000000000,1000000000000,40783,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,43253,1000000000000,False
41510,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,39190,1000000000000,1000000000000,False
38334,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,36089,1000000000000,1000000000000,False
1000000000000,1000000000000,39781,1000000000000,1000000000000,False
39906,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,36762,1000000000000,1000000000000,False
1000000000000,1000000000000,43483,1000000000000,1000000000000,False
34475,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,37392,1000000000000,1000000000000,False
1000000000000,1000000000000,41737,1000000000000,1000000000000,False
1000000000000,1000000000000,41327,1000000000000,1000000000000,False
1000000000000,36166,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,37357,1000000000000,False
1000000000000,1000000000000,1000000000000,37004,1000000000000,False
35752,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,40482,1000000000000,False
1000000000000,1000000000000,1000000000000,39296,1000000000000,False
36707,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,37726,False
1000000000000,1000000000000,1000000000000,1000000000000,40049,False
1000000000000,1000000000000,1000000000000,1000000000000,42828,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,47374,False
1000000000000,1000000000000,1000000000000,45958,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,40477,False
1000000000000,1000000000000,47028,1000000000000,1000000000000,False
39086,1000000000000,1000000000000,1000000000000,1000000000000,True
37261,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,43829,False
1000000000000,46635,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,41433,False
1000000000000,1000000000000,1000000000000,1000000000000,45761,False
1000000000000,1000000000000,1000000000000,45544,1000000000000,False
1000000000000,1000000000000,45801,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,47890,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
39277,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,48292,1000000000000,1000000000000,False
1000000000000,39536,1000000000000,1000000000000,1000000000000,True
1000000000000,46976,1000000000000,1000000000000,1000000000000,True
1000000000000,41696,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,47508,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,49972,False
1000000000000,40090,1000000000000,1000000000000,1000000000000,True
42437,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,45896,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,49196,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,40576,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,51000,False
1000000000000,1000000000000,49501,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,48178,1000000000000,False
42835,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,49626,1000000000000,False
49246,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,52046,False
46453,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,42377,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,49114,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,50401,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,52983,False
1000000000000,50485,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
45994,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,46758,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,44443,1000000000000,1000000000000,1000000000000,True
1000000000000,47518,1000000000000,1000000000000,1000000000000,True
1000000000000,43105,1000000000000,1000000000000,1000000000000,True
1000000000000,52581,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47384,1000000000000,1000000000000,False
1000000000000,1000000000000,53440,1000000000000,1000000000000,False
44738,1000000000000,1000000000000,1000000000000,1000000000000,True
43700,1000000000000,1000000000000,1000000000000,1000000000000,True
50369,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,53007,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,52513,False
45055,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,49865,1000000000000,1000000000000,False
1000000000000,46203,1000000000000,1000000000000,1000000000000,True
45617,1000000000000,1000000000000,1000000000000,1000000000000,True
50619,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,47158,1000000000000,False
43078,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,46471,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,43664,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47963,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,54017,1000000000000,False
48704,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,48810,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,46297,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,52959,1000000000000,1000000000000,1000000000000,True
1000000000000,44903,1000000000000,1000000000000,1000000000000,True
45425,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,51926,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,55804,False
1000000000000,1000000000000,54237,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,55296,1000000000000,False
1000000000000,1000000000000,56543,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,53664,1000000000000,False
1000000000000,1000000000000,1000000000000,54802,1000000000000,False
49906,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,56133,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
47523,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,52458,1000000000000,1000000000000,False
47872,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,54857,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
46841,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,56121,1000000000000,False
54624,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,49709,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,53748,False
1000000000000,1000000000000,57606,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,52476,1000000000000,False
1000000000000,48157,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,56639,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
58554,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
54004,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
53257,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,56318,False
1000000000000,49013,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,55487,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,53982,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,52857,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
52941,1000000000000,1000000000000,1000000000000,1000000000000,True
52572,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
51657,1000000000000,1000000000000,1000000000000,1000000000000,True
60313,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,53207,1000000000000,False
1000000000000,54733,1000000000000,1000000000000,1000000000000,True
51329,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,55658,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,51220,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59964,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,57309,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,59409,False
1000000000000,58945,1000000000000,1000000000000,1000000000000,True
