t,c_x,c_y
36714,9867.8837890625,9038.341796875
36715,9867.8837890625,9038.341796875
36716,9867.8837890625,9038.341796875
36717,9867.8837890625,9038.341796875
36718,9867.8837890625,9038.341796875
36719,9867.8837890625,9038.341796875
36720,9867.8837890625,9038.341796875
36721,9867.8837890625,9038.341796875
36722,9867.8837890625,9038.341796875
36723,9867.8837890625,9038.341796875
36724,9867.8837890625,9038.341796875
36725,9867.8837890625,9038.341796875
36726,9867.8837890625,9038.341796875
36727,9867.8837890625,9038.341796875
36728,9867.8837890625,9038.341796875
36729,9867.8837890625,9038.341796875
36730,9867.8837890625,9038.341796875
36731,9867.8837890625,9038.341796875
36732,9867.8837890625,9038.341796875
36733,9867.8837890625,9038.341796875
36734,9867.8837890625,9038.341796875
36735,9867.8837890625,9038.341796875
36736,9867.8837890625,9038.341796875
36737,9867.8837890625,9038.341796875
36738,9867.8837890625,9038.341796875
36739,9867.8837890625,9038.341796875
36740,9867.8837890625,9038.341796875
36741,9867.8837890625,9038.341796875
36742,9867.8837890625,9038.341796875
36743,9867.8837890625,9038.341796875
36744,9867.8837890625,9038.341796875
36745,9867.8837890625,9038.341796875
36746,9867.8837890625,9038.341796875
36747,9867.8837890625,9038.341796875
36748,9867.8837890625,9038.341796875
36749,9867.8837890625,9038.341796875
36750,9867.8837890625,9038.341796875
36751,9867.8837890625,9038.341796875
36752,9867.8837890625,9038.341796875
36753,9867.8837890625,9038.341796875
36754,9867.8837890625,9038.341796875
36755,9867.8837890625,9038.341796875
36756,9867.8837890625,9038.341796875
36757,9867.8837890625,9038.341796875
36758,9867.8837890625,9038.341796875
36759,9867.8837890625,9038.341796875
36760,9867.8837890625,9038.341796875
36761,9867.8837890625,9038.341796875
36762,9867.8837890625,9038.341796875
36763,9867.8837890625,9038.341796875
36764,9867.8837890625,9038.341796875
36765,9867.8837890625,9038.341796875
36766,9867.8837890625,9038.341796875
36767,9867.8837890625,9038.341796875
36768,9867.8837890625,9038.341796875
36769,9867.8837890625,9038.341796875
36770,9867.8837890625,9038.341796875
36771,9867.8837890625,9038.341796875
36772,9867.8837890625,9038.341796875
36773,9867.8837890625,9038.341796875
36774,9867.8837890625,9038.341796875
36775,9867.8837890625,9038.341796875
36776,9867.8837890625,9038.341796875
36777,9867.8837890625,9038.341796875
36778,9867.8837890625,9038.341796875
36779,9867.8837890625,9038.341796875
36780,9867.8837890625,9038.341796875
36781,9867.8837890625,9038.341796875
36782,9867.8837890625,9038.341796875
36783,9867.8837890625,9038.341796875
36784,9867.8837890625,9038.341796875
36785,9867.8837890625,9038.341796875
36786,9867.8837890625,9038.341796875
36787,9867.8837890625,9038.341796875
36788,9867.8837890625,9038.341796875
36789,9867.8837890625,9038.341796875
36790,9867.8837890625,9038.341796875
36791,9867.8837890625,9038.341796875
36792,9867.8837890625,9038.341796875
36793,9867.8837890625,9038.341796875
36794,9867.8837890625,9038.341796875
36795,9867.8837890625,9038.341796875
36796,9867.8837890625,9038.341796875
36797,9867.8837890625,9038.341796875
36798,9867.8837890625,9038.341796875
36799,9867.8837890625,9038.341796875
36800,9867.8837890625,9038.341796875
36801,9867.8837890625,9038.341796875
36802,9867.8837890625,9038.341796875
36803,9867.8837890625,9038.341796875
36804,9867.8837890625,9038.341796875
36805,9867.8837890625,9038.341796875
36806,9867.8837890625,9038.341796875
36807,9867.8837890625,9038.341796875
36808,9867.8837890625,9038.341796875
36809,9867.8837890625,9038.341796875
36810,9867.8837890625,9038.341796875
36811,9867.8837890625,9038.341796875
36812,9867.8837890625,9038.341796875
36813,9867.8837890625,9038.341796875
36814,9867.8837890625,9038.341796875
36815,9867.8837890625,9038.341796875
36816,9867.8837890625,9038.341796875
36817,9867.8837890625,9038.341796875
36818,9867.8837890625,9038.341796875
36819,9867.8837890625,9038.341796875
36820,9867.8837890625,9038.341796875
36821,9867.8837890625,9038.341796875
36822,9867.8837890625,9038.341796875
36823,9867.8837890625,9038.341796875
36824,9867.8837890625,9038.341796875
36825,9867.8837890625,9038.341796875
36826,9867.8837890625,9038.341796875
36827,9867.8837890625,9038.341796875
36828,9867.8837890625,9038.341796875
36829,9867.8837890625,9038.341796875
36830,9867.8837890625,9038.341796875
36831,9867.8837890625,9038.341796875
36832,9867.8837890625,9038.341796875
36833,9867.8837890625,9038.341796875
36834,9867.8837890625,9038.341796875
36835,9867.8837890625,9038.341796875
36836,9867.8837890625,9038.341796875
36837,9867.8837890625,9038.341796875
36838,9867.8837890625,9038.341796875
36839,9867.8837890625,9038.341796875
36840,9867.8837890625,9038.341796875
36841,9867.8837890625,9038.341796875
36842,9867.8837890625,9038.341796875
36843,9867.8837890625,9038.341796875
36844,9867.8837890625,9038.341796875
36845,9867.8837890625,9038.341796875
36846,9867.8837890625,9038.341796875
36847,9867.8837890625,9038.341796875
36848,9867.8837890625,9038.341796875
36849,9867.8837890625,9038.341796875
36850,9867.8837890625,9038.341796875
36851,9867.8837890625,9038.341796875
36852,9867.8837890625,9038.341796875
36853,9867.8837890625,9038.341796875
36854,9867.8837890625,9038.341796875
36855,9867.8837890625,9038.341796875
36856,9867.8837890625,9038.341796875
36857,9867.8837890625,9038.341796875
36858,9867.8837890625,9038.341796875
36859,9867.8837890625,9038.341796875
36860,9867.8837890625,9038.341796875
36861,9867.8837890625,9038.341796875
36862,9867.8837890625,9038.341796875
36863,9867.8837890625,9038.341796875
36864,9867.8837890625,9038.341796875
36865,9867.8837890625,9038.341796875
36866,9867.8837890625,9038.341796875
36867,9874.828125,9038.341796875
36868,9881.7724609375,9038.341796875
36869,9888.716796875,9038.341796875
36870,9895.6611328125,9038.341796875
36871,9902.60546875,9038.341796875
36872,9909.5498046875,9038.341796875
36873,9916.494140625,9038.341796875
36874,9923.4384765625,9038.341796875
36875,9930.3828125,9038.341796875
36876,9937.3271484375,9038.341796875
36877,9944.271484375,9038.341796875
36878,9951.2158203125,9038.341796875
36879,9958.16015625,9038.341796875
36880,9965.1044921875,9038.341796875
36881,9972.048828125,9038.341796875
36882,9978.9931640625,9038.341796875
36883,9985.9375,9038.341796875
36884,9992.8818359375,9038.341796875
36885,9999.826171875,9038.341796875
36886,10006.7705078125,9038.341796875
36887,10013.71484375,9038.341796875
36888,10020.6591796875,9038.341796875
36889,10027.603515625,9038.341796875
36890,10034.5478515625,9038.341796875
36891,10041.4921875,9038.341796875
36892,10048.4365234375,9038.341796875
36893,10055.380859375,9038.341796875
36894,10062.3251953125,9038.341796875
36895,10069.26953125,9038.341796875
36896,10076.2138671875,9038.341796875
36897,10083.158203125,9038.341796875
36898,10090.1025390625,9038.341796875
36899,10097.046875,9038.341796875
36900,10103.9912109375,9038.341796875
36901,10110.935546875,9038.341796875
36902,10117.8798828125,9038.341796875
36903,10124.82421875,9038.341796875
36904,10131.7685546875,9038.341796875
36905,10138.712890625,9038.341796875
36906,10145.6572265625,9038.341796875
36907,10152.6015625,9038.341796875
36908,10159.5458984375,9038.341796875
36909,10166.490234375,9038.341796875
36910,10173.4345703125,9038.341796875
36911,10180.37890625,9038.341796875
36912,10187.3232421875,9038.341796875
36913,10194.267578125,9038.341796875
36914,10201.2119140625,9038.341796875
36915,10208.15625,9038.341796875
36916,10215.1005859375,9038.341796875
36917,10222.044921875,9038.341796875
36918,10228.9892578125,9038.341796875
36919,10235.93359375,9038.341796875
36920,10242.8779296875,9038.341796875
36921,10249.822265625,9038.341796875
36922,10256.7666015625,9038.341796875
36923,10263.7109375,9038.341796875
36924,10270.6552734375,9038.341796875
36925,10277.599609375,9038.341796875
36926,10284.5439453125,9038.341796875
36927,10291.48828125,9038.341796875
36928,10298.4326171875,9038.341796875
36929,10305.376953125,9038.341796875
36930,10312.3212890625,9038.341796875
36931,10319.265625,9038.341796875
36932,10326.2099609375,9038.341796875
36933,10333.154296875,9038.341796875
36934,10340.0986328125,9038.341796875
36935,10347.04296875,9038.341796875
36936,10353.9873046875,9038.341796875
36937,10360.931640625,9038.341796875
36938,10367.8759765625,9038.341796875
36939,10374.8203125,9038.341796875
36940,10381.7646484375,9038.341796875
36941,10388.708984375,9038.341796875
36942,10395.6533203125,9038.341796875
36943,10402.59765625,9038.341796875
36944,10409.5419921875,9038.341796875
36945,10416.486328125,9038.341796875
36946,10423.4306640625,9038.341796875
36947,10430.375,9038.341796875
36948,10437.3193359375,9038.341796875
36949,10444.263671875,9038.341796875
36950,10451.2080078125,9038.341796875
36951,10458.15234375,9038.341796875
36952,10465.0966796875,9038.341796875
36953,10472.041015625,9038.341796875
36954,10478.9853515625,9038.341796875
36955,10485.9296875,9038.341796875
36956,10492.8740234375,9038.341796875
36957,10499.818359375,9038.341796875
36958,10506.7626953125,9038.341796875
36959,10513.70703125,9038.341796875
36960,10520.6513671875,9038.341796875
36961,10527.595703125,9038.341796875
36962,10534.5400390625,9038.341796875
36963,10541.484375,9038.341796875
36964,10548.4287109375,9038.341796875
36965,10555.373046875,9038.341796875
36966,10562.3173828125,9038.341796875
36967,10569.26171875,9038.341796875
36968,10576.2060546875,9038.341796875
36969,10582.4658203125,9038.341796875
36970,10582.4658203125,9031.3974609375
36971,10582.4658203125,9024.453125
36972,10582.4658203125,9017.5087890625
36973,10582.4658203125,9010.564453125
36974,10582.4658203125,9003.6201171875
36975,10582.4658203125,8996.67578125
36976,10582.4658203125,8989.7314453125
36977,10582.4658203125,8982.787109375
36978,10582.4658203125,8975.8427734375
36979,10582.4658203125,8968.8984375
36980,10582.4658203125,8961.9541015625
36981,10582.4658203125,8955.009765625
36982,10582.4658203125,8948.0654296875
36983,10582.4658203125,8941.12109375
36984,10582.4658203125,8934.1767578125
36985,10582.4658203125,8927.232421875
36986,10582.4658203125,8920.2880859375
36987,10582.4658203125,8913.34375
36988,10582.4658203125,8906.3994140625
36989,10582.4658203125,8899.455078125
36990,10582.4658203125,8892.5107421875
36991,10582.4658203125,8885.56640625
36992,10582.4658203125,8878.6220703125
36993,10582.4658203125,8871.677734375
36994,10582.4658203125,8864.7333984375
36995,10582.4658203125,8857.7890625
36996,10582.4658203125,8850.8447265625
36997,10582.4658203125,8843.900390625
36998,10582.4658203125,8836.9560546875
36999,10582.4658203125,8830.01171875
37000,10582.4658203125,8823.0673828125
37001,10582.4658203125,8816.123046875
37002,10582.4658203125,8809.1787109375
37003,10582.4658203125,8802.234375
37004,10582.4658203125,8795.2900390625
37005,10582.4658203125,8788.345703125
37006,10582.4658203125,8781.4013671875
37007,10582.4658203125,8774.45703125
37008,10582.4658203125,8767.5126953125
37009,10582.4658203125,8760.568359375
37010,10582.4658203125,8753.6240234375
37011,10582.4658203125,8746.6796875
37012,10582.4658203125,8739.7353515625
37013,10582.4658203125,8732.791015625
37014,10582.4658203125,8725.8466796875
37015,10582.4658203125,8718.90234375
37016,10582.4658203125,8711.9580078125
37017,10582.4658203125,8705.013671875
37018,10582.4658203125,8698.0693359375
37019,10582.4658203125,8691.125
37020,10582.4658203125,8684.1806640625
37021,10582.4658203125,8677.236328125
37022,10582.4658203125,8670.2919921875
37023,10582.4658203125,8663.34765625
37024,10582.4658203125,8656.4033203125
37025,10582.4658203125,8649.458984375
37026,10582.4658203125,8642.5146484375
37027,10582.4658203125,8635.5703125
37028,10582.4658203125,8628.6259765625
37029,10582.4658203125,8621.681640625
37030,10582.4658203125,8614.7373046875
37031,10582.4658203125,8607.79296875
37032,10582.4658203125,8600.8486328125
37033,10582.4658203125,8593.904296875
37034,10582.4658203125,8586.9599609375
37035,10582.4658203125,8580.015625
37036,10582.4658203125,8573.0712890625
37037,10582.4658203125,8566.126953125
37038,10582.4658203125,8559.1826171875
37039,10582.4658203125,8552.23828125
37040,10582.4658203125,8545.2939453125
37041,10582.4658203125,8538.349609375
37042,10582.4658203125,8531.4052734375
37043,10582.4658203125,8524.4609375
37044,10582.4658203125,8517.5166015625
37045,10582.4658203125,8510.572265625
37046,10582.4658203125,8503.6279296875
37047,10582.4658203125,8496.68359375
37048,10582.4658203125,8489.7392578125
37049,10582.4658203125,8482.794921875
37050,10582.4658203125,8475.8505859375
37051,10582.4658203125,8468.90625
37052,10582.4658203125,8461.9619140625
37053,10582.4658203125,8455.017578125
37054,10582.4658203125,8448.0732421875
37055,10582.4658203125,8441.12890625
37056,10582.4658203125,8434.1845703125
37057,10582.4658203125,8427.240234375
37058,10582.4658203125,8420.2958984375
37059,10582.4658203125,8413.3515625
37060,10582.4658203125,8406.4072265625
37061,10582.4658203125,8399.462890625
37062,10582.4658203125,8392.5185546875
37063,10582.4658203125,8385.57421875
37064,10582.4658203125,8378.6298828125
37065,10582.4658203125,8371.685546875
37066,10582.4658203125,8364.7412109375
37067,10582.4658203125,8357.796875
37068,10582.4658203125,8350.8525390625
37069,10582.4658203125,8343.908203125
37070,10582.4658203125,8336.9638671875
37071,10582.4658203125,8330.01953125
37072,10582.4658203125,8323.0751953125
37073,10582.4658203125,8316.130859375
37074,10582.4658203125,8309.1865234375
37075,10582.4658203125,8302.2421875
37076,10582.4658203125,8295.2978515625
37077,10582.4658203125,8288.353515625
37078,10582.4658203125,8281.4091796875
37079,10582.4658203125,8274.46484375
37080,10582.4658203125,8267.5205078125
37081,10582.4658203125,8260.576171875
37082,10582.4658203125,8253.6318359375
37083,10582.4658203125,8246.6875
37084,10582.4658203125,8239.7431640625
37085,10582.4658203125,8232.798828125
37086,10582.4658203125,8225.8544921875
37087,10582.4658203125,8218.91015625
37088,10582.4658203125,8211.9658203125
37089,10582.4658203125,8205.021484375
37090,10582.4658203125,8198.0771484375
37091,10582.4658203125,8191.1328125
37092,10582.4658203125,8184.1884765625
37093,10582.4658203125,8177.244140625
37094,10582.4658203125,8170.2998046875
37095,10582.4658203125,8163.35546875
37096,10582.4658203125,8156.4111328125
37097,10582.4658203125,8149.466796875
37098,10582.4658203125,8142.5224609375
37099,10582.4658203125,8135.578125
37100,10582.4658203125,8128.6337890625
37101,10582.4658203125,8121.689453125
37102,10582.4658203125,8114.7451171875
37103,10582.4658203125,8107.80078125
37104,10582.4658203125,8100.8564453125
37105,10582.4658203125,8093.912109375
37106,10582.4658203125,8086.9677734375
37107,10582.4658203125,8080.0234375
37108,10582.4658203125,8073.0791015625
37109,10582.4658203125,8066.134765625
37110,10582.4658203125,8059.1904296875
37111,10582.4658203125,8052.24609375
37112,10582.4658203125,8045.3017578125
37113,10582.4658203125,8038.357421875
37114,10582.4658203125,8031.4130859375
37115,10582.4658203125,8024.46875
37116,10582.4658203125,8017.5244140625
37117,10582.4658203125,8010.580078125
37118,10582.4658203125,8003.6357421875
37119,10582.4658203125,7996.69140625
37120,10582.4658203125,7989.7470703125
37121,10582.4658203125,7982.802734375
37122,10582.4658203125,7975.8583984375
37123,10582.4658203125,7968.9140625
37124,10582.4658203125,7961.9697265625
37125,10582.4658203125,7955.025390625
37126,10582.4658203125,7948.0810546875
37127,10582.4658203125,7941.13671875
37128,10582.4658203125,7934.1923828125
37129,10582.4658203125,7927.248046875
37130,10582.4658203125,7920.3037109375
37131,10582.4658203125,7913.359375
37132,10582.4658203125,7906.4150390625
37133,10582.4658203125,7899.470703125
37134,10582.4658203125,7892.5263671875
37135,10582.4658203125,7885.58203125
37136,10582.4658203125,7878.6376953125
37137,10582.4658203125,7871.693359375
37138,10582.4658203125,7864.7490234375
37139,10582.4658203125,7857.8046875
37140,10582.4658203125,7850.8603515625
37141,10582.4658203125,7843.916015625
37142,10582.4658203125,7836.9716796875
37143,10582.4658203125,7830.02734375
37144,10582.4658203125,7823.0830078125
37145,10582.4658203125,7816.138671875
37146,10582.4658203125,7809.1943359375
37147,10582.4658203125,7802.25
37148,10582.4658203125,7795.3056640625
37149,10582.4658203125,7788.361328125
37150,10582.4658203125,7781.4169921875
37151,10582.4658203125,7774.47265625
37152,10582.4658203125,7767.5283203125
37153,10582.4658203125,7760.583984375
37154,10582.4658203125,7753.6396484375
37155,10582.4658203125,7746.6953125
37156,10582.4658203125,7739.7509765625
37157,10582.4658203125,7732.806640625
37158,10582.4658203125,7725.8623046875
37159,10582.4658203125,7718.91796875
37160,10582.4658203125,7711.9736328125
37161,10582.4658203125,7705.029296875
37162,10582.4658203125,7698.0849609375
37163,10582.4658203125,7691.140625
37164,10582.4658203125,7684.1962890625
37165,10582.4658203125,7677.251953125
37166,10582.4658203125,7670.3076171875
37167,10582.4658203125,7663.36328125
37168,10582.4658203125,7656.4189453125
37169,10582.4658203125,7649.474609375
37170,10582.4658203125,7642.5302734375
37171,10582.4658203125,7635.5859375
37172,10582.4658203125,7628.6416015625
37173,10582.4658203125,7621.697265625
37174,10582.4658203125,7614.7529296875
37175,10582.4658203125,7607.80859375
37176,10582.4658203125,7600.8642578125
37177,10582.4658203125,7593.919921875
37178,10582.4658203125,7586.9755859375
37179,10582.4658203125,7580.03125
37180,10582.4658203125,7573.0869140625
37181,10582.4658203125,7566.142578125
37182,10582.4658203125,7559.1982421875
37183,10582.4658203125,7552.25390625
37184,10582.4658203125,7545.3095703125
37185,10582.4658203125,7538.365234375
37186,10582.4658203125,7531.4208984375
37187,10582.4658203125,7524.4765625
37188,10582.4658203125,7517.5322265625
37189,10582.4658203125,7510.587890625
37190,10582.4658203125,7503.6435546875
37191,10582.4658203125,7496.69921875
37192,10582.4658203125,7489.7548828125
37193,10582.4658203125,7482.810546875
37194,10582.4658203125,7475.8662109375
37195,10582.4658203125,7468.921875
37196,10582.4658203125,7461.9775390625
37197,10582.4658203125,7455.033203125
37198,10582.4658203125,7448.0888671875
37199,10582.4658203125,7441.14453125
37200,10582.4658203125,7434.2001953125
37201,10582.4658203125,7427.255859375
37202,10582.4658203125,7420.3115234375
37203,10582.4658203125,7413.3671875
37204,10582.4658203125,7406.4228515625
37205,10582.4658203125,7399.478515625
37206,10582.4658203125,7392.5341796875
37207,10582.4658203125,7385.58984375
37208,10582.4658203125,7378.6455078125
37209,10582.4658203125,7371.701171875
37210,10582.4658203125,7364.7568359375
37211,10582.4658203125,7357.8125
37212,10582.4658203125,7350.8681640625
37213,10582.4658203125,7343.923828125
37214,10582.4658203125,7336.9794921875
37215,10582.4658203125,7330.03515625
37216,10582.4658203125,7323.0908203125
37217,10582.4658203125,7316.146484375
37218,10582.4658203125,7309.2021484375
37219,10582.4658203125,7302.2578125
37220,10582.4658203125,7295.3134765625
37221,10582.4658203125,7288.369140625
37222,10582.4658203125,7281.4248046875
37223,10582.4658203125,7274.48046875
37224,10582.4658203125,7267.5361328125
37225,10582.4658203125,7260.591796875
37226,10582.4658203125,7253.6474609375
37227,10582.4658203125,7246.703125
37228,10582.4658203125,7239.7587890625
37229,10582.4658203125,7232.814453125
37230,10582.4658203125,7225.8701171875
37231,10582.4658203125,7218.92578125
37232,10582.4658203125,7211.9814453125
37233,10582.4658203125,7205.037109375
37234,10582.4658203125,7198.0927734375
37235,10582.4658203125,7191.1484375
37236,10582.4658203125,7184.2041015625
37237,10582.4658203125,7177.259765625
37238,10582.4658203125,7170.3154296875
37239,10582.4658203125,7163.37109375
37240,10582.4658203125,7156.4267578125
37241,10582.4658203125,7149.482421875
37242,10582.4658203125,7142.5380859375
37243,10582.4658203125,7135.59375
37244,10582.4658203125,7128.6494140625
37245,10582.4658203125,7121.705078125
37246,10582.4658203125,7114.7607421875
37247,10582.4658203125,7107.81640625
37248,10582.4658203125,7100.8720703125
37249,10582.4658203125,7093.927734375
37250,10582.4658203125,7086.9833984375
37251,10582.4658203125,7080.0390625
37252,10582.4658203125,7073.0947265625
37253,10582.4658203125,7066.150390625
37254,10582.4658203125,7059.2060546875
37255,10582.4658203125,7052.26171875
37256,10582.4658203125,7045.3173828125
37257,10582.4658203125,7038.373046875
37258,10582.4658203125,7031.4287109375
37259,10582.4658203125,7024.484375
37260,10582.4658203125,7017.5400390625
37261,10582.4658203125,7010.595703125
37262,10582.4658203125,7003.6513671875
37263,10582.4658203125,6996.70703125
37264,10582.4658203125,6989.7626953125
37265,10582.4658203125,6982.818359375
37266,10582.4658203125,6975.8740234375
37267,10582.4658203125,6968.9296875
37268,10582.4658203125,6961.9853515625
37269,10582.4658203125,6955.041015625
37270,10582.4658203125,6948.0966796875
37271,10582.4658203125,6941.15234375
37272,10582.4658203125,6934.2080078125
37273,10582.4658203125,6927.263671875
37274,10582.4658203125,6920.3193359375
37275,10582.4658203125,6913.375
37276,10582.4658203125,6906.4306640625
37277,10582.4658203125,6899.486328125
37278,10582.4658203125,6892.5419921875
37279,10582.4658203125,6885.59765625
37280,10582.4658203125,6878.6533203125
37281,10582.4658203125,6871.708984375
37282,10582.4658203125,6864.7646484375
37283,10582.4658203125,6857.8203125
37284,10582.4658203125,6850.8759765625
37285,10582.4658203125,6843.931640625
37286,10582.4658203125,6836.9873046875
37287,10582.4658203125,6830.04296875
37288,10582.4658203125,6823.0986328125
37289,10582.4658203125,6816.154296875
37290,10582.4658203125,6809.2099609375
37291,10582.4658203125,6802.265625
37292,10582.4658203125,6795.3212890625
37293,10582.4658203125,6788.376953125
37294,10582.4658203125,6781.4326171875
37295,10582.4658203125,6774.48828125
37296,10582.4658203125,6767.5439453125
37297,10582.4658203125,6760.599609375
37298,10582.4658203125,6753.6552734375
37299,10582.4658203125,6746.7109375
37300,10582.4658203125,6739.7666015625
37301,10582.4658203125,6732.822265625
37302,10582.4658203125,6725.8779296875
37303,10582.4658203125,6718.93359375
37304,10582.4658203125,6711.9892578125
37305,10582.4658203125,6705.044921875
37306,10582.4658203125,6698.1005859375
37307,10582.4658203125,6691.15625
37308,10582.4658203125,6684.2119140625
37309,10582.4658203125,6677.267578125
37310,10582.4658203125,6670.3232421875
37311,10582.4658203125,6663.37890625
37312,10582.4658203125,6656.4345703125
37313,10582.4658203125,6649.490234375
37314,10582.4658203125,6642.5458984375
37315,10582.4658203125,6635.6015625
37316,10582.4658203125,6628.6572265625
37317,10582.4658203125,6621.712890625
37318,10582.4658203125,6614.7685546875
37319,10582.4658203125,6607.82421875
37320,10582.4658203125,6600.8798828125
37321,10582.4658203125,6593.935546875
37322,10582.4658203125,6586.9912109375
37323,10582.4658203125,6580.046875
37324,10582.4658203125,6573.1025390625
37325,10582.4658203125,6566.158203125
37326,10582.4658203125,6559.2138671875
37327,10582.4658203125,6552.26953125
37328,10582.4658203125,6545.3251953125
37329,10582.4658203125,6538.380859375
37330,10582.4658203125,6531.4365234375
37331,10582.4658203125,6524.4921875
37332,10582.4658203125,6517.5478515625
37333,10582.4658203125,6510.603515625
37334,10582.4658203125,6503.6591796875
37335,10582.4658203125,6496.71484375
37336,10582.4658203125,6495.4521484375
37337,10582.4658203125,6495.4521484375
37338,10582.4658203125,6495.4521484375
37339,10582.4658203125,6495.4521484375
37340,10582.4658203125,6495.4521484375
37341,10582.4658203125,6495.4521484375
37342,10582.4658203125,6495.4521484375
37343,10582.4658203125,6495.4521484375
37344,10582.4658203125,6495.4521484375
37345,10582.4658203125,6495.4521484375
37346,10582.4658203125,6495.4521484375
37347,10582.4658203125,6495.4521484375
37348,10582.4658203125,6495.4521484375
37349,10582.4658203125,6495.4521484375
37350,10582.4658203125,6495.4521484375
37351,10582.4658203125,6495.4521484375
37352,10582.4658203125,6495.4521484375
37353,10582.4658203125,6495.4521484375
37354,10582.4658203125,6495.4521484375
37355,10582.4658203125,6495.4521484375
37356,10582.4658203125,6495.4521484375
37357,10582.4658203125,6495.4521484375
37358,10582.4658203125,6495.4521484375
37359,10582.4658203125,6495.4521484375
37360,10582.4658203125,6495.4521484375
37361,10582.4658203125,6495.4521484375
37362,10582.4658203125,6495.4521484375
37363,10582.4658203125,6495.4521484375
37364,10582.4658203125,6495.4521484375
37365,10582.4658203125,6495.4521484375
37366,10582.4658203125,6495.4521484375
37367,10582.4658203125,6495.4521484375
37368,10582.4658203125,6495.4521484375
37369,10582.4658203125,6495.4521484375
37370,10582.4658203125,6495.4521484375
37371,10582.4658203125,6495.4521484375
37372,10582.4658203125,6495.4521484375
37373,10582.4658203125,6495.4521484375
37374,10582.4658203125,6495.4521484375
37375,10582.4658203125,6495.4521484375
37376,10582.4658203125,6495.4521484375
37377,10582.4658203125,6495.4521484375
37378,10582.4658203125,6495.4521484375
37379,10582.4658203125,6495.4521484375
37380,10582.4658203125,6495.4521484375
37381,10582.4658203125,6495.4521484375
37382,10582.4658203125,6495.4521484375
37383,10582.4658203125,6495.4521484375
37384,10582.4658203125,6495.4521484375
37385,10582.4658203125,6495.4521484375
37386,10582.4658203125,6495.4521484375
37387,10582.4658203125,6495.4521484375
37388,10582.4658203125,6495.4521484375
37389,10582.4658203125,6495.4521484375
37390,10582.4658203125,6495.4521484375
37391,10582.4658203125,6495.4521484375
37392,10582.4658203125,6495.4521484375
37393,10582.4658203125,6495.4521484375
37394,10582.4658203125,6495.4521484375
37395,10582.4658203125,6495.4521484375
37396,10582.4658203125,6495.4521484375
37397,10582.4658203125,6495.4521484375
37398,10582.4658203125,6495.4521484375
37399,10582.4658203125,6495.4521484375
37400,10582.4658203125,6495.4521484375
37401,10582.4658203125,6495.4521484375
37402,10582.4658203125,6495.4521484375
37403,10582.4658203125,6495.4521484375
37404,10582.4658203125,6495.4521484375
37405,10582.4658203125,6495.4521484375
37406,10582.4658203125,6495.4521484375
37407,10582.4658203125,6495.4521484375
37408,10582.4658203125,6495.4521484375
37409,10582.4658203125,6495.4521484375
37410,10582.4658203125,6495.4521484375
37411,10582.4658203125,6495.4521484375
37412,10582.4658203125,6495.4521484375
37413,10582.4658203125,6495.4521484375
37414,10582.4658203125,6495.4521484375
37415,10582.4658203125,6495.4521484375
37416,10582.4658203125,6495.4521484375
37417,10582.4658203125,6495.4521484375
37418,10582.4658203125,6495.4521484375
37419,10582.4658203125,6495.4521484375
37420,10582.4658203125,6495.4521484375
37421,10582.4658203125,6495.4521484375
37422,10582.4658203125,6495.4521484375
37423,10582.4658203125,6495.4521484375
37424,10582.4658203125,6495.4521484375
37425,10582.4658203125,6495.4521484375
37426,10582.4658203125,6495.4521484375
37427,10582.4658203125,6495.4521484375
37428,10582.4658203125,6495.4521484375
37429,10582.4658203125,6495.4521484375
37430,10582.4658203125,6495.4521484375
37431,10582.4658203125,6495.4521484375
37432,10582.4658203125,6495.4521484375
37433,10582.4658203125,6495.4521484375
37434,10582.4658203125,6495.4521484375
37435,10582.4658203125,6495.4521484375
37436,10582.4658203125,6495.4521484375
37437,10582.4658203125,6495.4521484375
37438,10582.4658203125,6495.4521484375
37439,10582.4658203125,6495.4521484375
37440,10582.4658203125,6495.4521484375
37441,10582.4658203125,6495.4521484375
37442,10582.4658203125,6495.4521484375
37443,10582.4658203125,6495.4521484375
37444,10582.4658203125,6495.4521484375
37445,10582.4658203125,6495.4521484375
37446,10582.4658203125,6495.4521484375
37447,10582.4658203125,6495.4521484375
37448,10582.4658203125,6495.4521484375
37449,10582.4658203125,6495.4521484375
37450,10582.4658203125,6495.4521484375
37451,10582.4658203125,6495.4521484375
37452,10582.4658203125,6495.4521484375
37453,10582.4658203125,6495.4521484375
37454,10582.4658203125,6495.4521484375
37455,10582.4658203125,6495.4521484375
37456,10582.4658203125,6495.4521484375
37457,10582.4658203125,6495.4521484375
37458,10582.4658203125,6495.4521484375
37459,10582.4658203125,6495.4521484375
37460,10582.4658203125,6495.4521484375
37461,10582.4658203125,6495.4521484375
37462,10582.4658203125,6495.4521484375
37463,10582.4658203125,6495.4521484375
37464,10582.4658203125,6495.4521484375
37465,10582.4658203125,6495.4521484375
37466,10582.4658203125,6495.4521484375
37467,10582.4658203125,6495.4521484375
37468,10582.4658203125,6495.4521484375
37469,10582.4658203125,6495.4521484375
37470,10582.4658203125,6495.4521484375
37471,10582.4658203125,6495.4521484375
37472,10582.4658203125,6495.4521484375
37473,10582.4658203125,6495.4521484375
37474,10582.4658203125,6495.4521484375
37475,10582.4658203125,6495.4521484375
37476,10582.4658203125,6495.4521484375
