tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,indicador
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,34185,1000000000000,1000000000000,False
1000000000000,36140,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
33724,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,34915,1000000000000,False
1000000000000,37594,1000000000000,1000000000000,False
1000000000000,41138,1000000000000,1000000000000,False
1000000000000,38553,1000000000000,1000000000000,False
1000000000000,43161,1000000000000,1000000000000,False
1000000000000,39763,1000000000000,1000000000000,False
1000000000000,1000000000000,41420,1000000000000,False
35887,1000000000000,1000000000000,1000000000000,True
1000000000000,40356,1000000000000,1000000000000,False
34625,1000000000000,1000000000000,1000000000000,True
1000000000000,36972,1000000000000,1000000000000,False
1000000000000,45496,1000000000000,1000000000000,False
54324,1000000000000,1000000000000,1000000000000,True
1000000000000,41746,1000000000000,1000000000000,False
38319,1000000000000,1000000000000,1000000000000,True
53300,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,40613,1000000000000,False
1000000000000,1000000000000,42867,1000000000000,False
36863,1000000000000,1000000000000,1000000000000,True
52159,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,37427,1000000000000,False
51419,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,38493,1000000000000,False
1000000000000,1000000000000,1000000000000,37479,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,43881,False
1000000000000,1000000000000,1000000000000,40571,False
37512,1000000000000,1000000000000,1000000000000,True
57230,1000000000000,1000000000000,1000000000000,True
40262,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,44894,False
1000000000000,1000000000000,1000000000000,47277,False
1000000000000,1000000000000,46919,1000000000000,False
1000000000000,1000000000000,1000000000000,42640,False
1000000000000,1000000000000,1000000000000,40027,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
38877,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
56418,1000000000000,1000000000000,1000000000000,True
54936,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
45806,1000000000000,1000000000000,1000000000000,True
1000000000000,49172,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,46165,1000000000000,False
1000000000000,1000000000000,48495,1000000000000,False
1000000000000,46618,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,47596,1000000000000,1000000000000,False
1000000000000,1000000000000,44648,1000000000000,False
46931,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,45408,1000000000000,False
1000000000000,1000000000000,1000000000000,50883,False
40766,1000000000000,1000000000000,1000000000000,True
41528,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,51571,1000000000000,False
51149,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47588,1000000000000,False
57558,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,51019,1000000000000,1000000000000,False
1000000000000,1000000000000,47207,1000000000000,False
1000000000000,1000000000000,52533,1000000000000,False
1000000000000,50716,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
42637,1000000000000,1000000000000,1000000000000,True
48978,1000000000000,1000000000000,1000000000000,True
47859,1000000000000,1000000000000,1000000000000,True
43894,1000000000000,1000000000000,1000000000000,True
1000000000000,53457,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
48605,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,49378,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,50601,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,48063,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,52843,False
51783,1000000000000,1000000000000,1000000000000,True
50554,1000000000000,1000000000000,1000000000000,True
1000000000000,48552,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,49989,False
1000000000000,1000000000000,1000000000000,51774,False
44739,1000000000000,1000000000000,1000000000000,True
50206,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,47088,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
56190,1000000000000,1000000000000,1000000000000,True
1000000000000,50225,1000000000000,1000000000000,False
1000000000000,54035,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,54373,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,56543,1000000000000,False
46065,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,57293,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,57346,1000000000000,False
1000000000000,56767,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,54270,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,55709,False
1000000000000,1000000000000,1000000000000,54029,False
1000000000000,54849,1000000000000,1000000000000,False
1000000000000,55711,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,53099,False
1000000000000,52516,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,56409,False
1000000000000,1000000000000,1000000000000,1000000000000,False
49640,1000000000000,1000000000000,1000000000000,True
1000000000000,56385,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,59865,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,59994,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,54487,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,56153,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,57701,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,55387,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,59263,False
58393,1000000000000,1000000000000,1000000000000,True
1000000000000,58856,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
53750,1000000000000,1000000000000,1000000000000,True
1000000000000,59393,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,58629,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
52813,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,55322,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
55694,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
59260,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
55161,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
56927,1000000000000,1000000000000,1000000000000,True
58066,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
