tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,indicador
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,33977,1000000000000,1000000000000,False
1000000000000,40313,1000000000000,1000000000000,False
1000000000000,1000000000000,34690,1000000000000,False
1000000000000,1000000000000,39242,1000000000000,False
1000000000000,41545,1000000000000,1000000000000,False
43655,1000000000000,1000000000000,1000000000000,True
1000000000000,36030,1000000000000,1000000000000,False
1000000000000,37269,1000000000000,1000000000000,False
1000000000000,38463,1000000000000,1000000000000,False
34887,1000000000000,1000000000000,1000000000000,True
1000000000000,36638,1000000000000,1000000000000,False
1000000000000,42258,1000000000000,1000000000000,False
36852,1000000000000,1000000000000,1000000000000,True
39553,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,37830,1000000000000,False
1000000000000,1000000000000,44245,1000000000000,False
1000000000000,1000000000000,42160,1000000000000,False
1000000000000,1000000000000,37012,1000000000000,False
39258,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,38597,False
1000000000000,1000000000000,1000000000000,41850,False
1000000000000,1000000000000,1000000000000,1000000000000,False
37540,1000000000000,1000000000000,1000000000000,True
1000000000000,46462,1000000000000,1000000000000,False
43071,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,43001,False
1000000000000,1000000000000,1000000000000,47163,False
1000000000000,1000000000000,1000000000000,1000000000000,False
48851,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,45547,False
53531,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,48516,1000000000000,False
42449,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,47087,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
51998,1000000000000,1000000000000,1000000000000,True
1000000000000,48363,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,42242,False
1000000000000,1000000000000,1000000000000,44805,False
1000000000000,43973,1000000000000,1000000000000,False
49459,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,50097,1000000000000,False
40490,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,43838,False
44773,1000000000000,1000000000000,1000000000000,True
50849,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,48011,1000000000000,False
1000000000000,1000000000000,1000000000000,47525,False
1000000000000,1000000000000,1000000000000,50726,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,47701,1000000000000,1000000000000,False
54126,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
53195,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,45704,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,46106,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,47647,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,49458,1000000000000,False
51699,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,46801,1000000000000,1000000000000,False
1000000000000,48848,1000000000000,1000000000000,False
45830,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,50474,1000000000000,False
50439,1000000000000,1000000000000,1000000000000,True
1000000000000,51345,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,True
