tiempos_c0,tiempos_c1,tiempos_c2,tiempos_c3,tiempos_c4,tiempos_c5,tiempos_c6,indicador
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,34538,1000000000000,1000000000000,1000000000000,False
33679,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,34621,1000000000000,1000000000000,False
1000000000000,34397,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,40723,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,43841,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,39516,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,42292,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,43634,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,41341,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,38383,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,38422,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,37129,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,37580,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,37538,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,42081,1000000000000,1000000000000,1000000000000,False
34323,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,44043,1000000000000,1000000000000,False
35438,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
53177,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,36723,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,39900,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,42833,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,39422,1000000000000,1000000000000,False
54698,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
43006,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
41879,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,41942,1000000000000,1000000000000,False
36371,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,37341,1000000000000,False
43830,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,42686,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,37658,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,44199,False
37388,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,47043,1000000000000,1000000000000,1000000000000,False
1000000000000,37519,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,40633,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,45837,1000000000000,False
51998,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,45190,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,40431,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,48339,1000000000000,False
39065,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,39452,1000000000000,False
1000000000000,38401,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,45825,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,41632,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,41085,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,41630,1000000000000,False
48692,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,47786,1000000000000,1000000000000,1000000000000,False
1000000000000,47817,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,49571,1000000000000,1000000000000,1000000000000,False
49263,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
39655,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,48988,False
1000000000000,1000000000000,1000000000000,45279,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,47989,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,48233,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,49314,1000000000000,1000000000000,1000000000000,False
57266,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
43363,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,50619,False
1000000000000,41332,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
45775,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,46571,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,43879,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
40768,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
42381,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,49736,False
1000000000000,1000000000000,1000000000000,1000000000000,48097,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,51010,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,46610,1000000000000,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,41818,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,49634,1000000000000,1000000000000,False
46983,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
56520,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,48646,False
1000000000000,1000000000000,1000000000000,1000000000000,47050,1000000000000,1000000000000,False
1000000000000,42535,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
51594,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,49089,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,50100,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,53757,False
1000000000000,45167,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,False
1000000000000,46035,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,True
1000000000000,1000000000000,1000000000000,1000000000000,47727,1000000000000,1000000000000,False
1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,1000000000000,51591,False
1000000000000,1000000000000,1000000000000,48805,1000000000000,1000000000000,1000000000000,False
