camion,timestamps,camion_pos
0,36818.5683735786,"(11724.596640335945, 10117.77357768932)"
0,37286.5683735786,"(13431.463911855992, 10406.154018075866)"
0,37823.5683735786,"(14822.41298580118, 11489.462263598238)"
0,38188.5683735786,"(15230.212634349446, 12364.36126632522)"
0,38467.5683735786,"(15880.50378540592, 12401.455118570271)"
0,38686.5683735786,"(15988.207978180853, 12558.007789818155)"
0,39018.5683735786,"(16291.494404627641, 13303.944413924002)"
0,39532.5683735786,"(17323.522915498703, 12022.300234864177)"
0,39821.5683735786,"(17971.083770541583, 12128.581193191798)"
0,40182.5683735786,"(18796.6424722695, 12554.161061428356)"
0,41053.5683735786,"(18615.146512071293, 17168.255036860235)"
0,41451.5683735786,"(17944.315159066537, 18008.361143266608)"
0,41795.5683735786,"(17442.47817888303, 18642.365649672247)"
0,42400.5683735786,"(14617.349504072885, 18766.809136420758)"
0,42786.5683735786,"(13372.86439848862, 18587.519782551717)"
0,43308.5683735786,"(11136.025249167003, 18723.09548321562)"
0,43536.5683735786,"(10912.3357863187, 18829.296175530504)"
0,43823.5683735786,"(10871.057222279773, 18129.44221929094)"
0,44458.5683735786,"(10444.865201096087, 15399.871061972217)"
0,45209.5683735786,"(10742.130836370956, 11736.822360417582)"
0,45554.5683735786,"(10401.360423556216, 10934.205586865593)"
0,45887.5683735786,"(9622.80203709635, 10651.788651031717)"
0,46527.18835411857,"(8508.728772328335, 10152.2075736891)"
0,46872.18835411857,"(7963.373871818866, 10747.912058758458)"
0,47329.18835411857,"(7538.888588498152, 9253.59571339213)"
0,47559.18835411857,"(7327.236865873834, 9121.399684340719)"
0,47882.18835411857,"(7285.397220961509, 10068.345417097138)"
0,48325.18835411857,"(7067.044560521056, 11673.122237017442)"
0,48766.18835411857,"(5824.582803960839, 12237.05789444759)"
0,49117.18835411857,"(6575.032205750164, 12668.017086334516)"
0,49623.18835411857,"(6984.191492253218, 14519.113577404787)"
0,49843.18835411857,"(6939.064037924554, 14750.024962194968)"
0,50309.18835411857,"(5599.581873205683, 15389.858663838739)"
0,50687.18835411857,"(6459.129458824919, 15903.723895374073)"
0,51056.18835411857,"(7412.842941337818, 16255.99134515005)"
0,51389.18835411857,"(7701.954572038505, 17022.73343033714)"
0,51850.18835411857,"(8378.508990090959, 18296.918021362002)"
0,52115.18835411857,"(8749.498440474581, 18083.173889874968)"
0,52510.18835411857,"(10171.413823294055, 18151.32947852186)"
0,52806.18835411857,"(10366.593047274735, 17547.46143855911)"
0,53765.18835411857,"(12748.59802996413, 14521.82667445323)"
0,54049.18835411857,"(12822.952657705946, 13878.968889342)"
0,54584.18835411857,"(12551.16160168127, 11686.286238462004)"
0,55130.18835411857,"(11104.016231989246, 10593.01156712013)"
0,56335.18835411857,"(10054.407801849584, 4644.253902936346)"
0,57013.18835411857,"(8803.049874792026, 2440.7646968955764)"
0,57334.18835411857,"(8069.657324247941, 2680.3045690128147)"
0,57910.18835411857,"(5637.095495467998, 2363.2965524331253)"
0,58289.18835411857,"(4791.237813339449, 2897.897441824462)"
0,58996.18835411857,"(4744.9817499360015, 6507.993963185355)"
0,59649.18835411857,"(7135.066533871785, 5618.690193747615)"
0,60253.18835411857,"(8252.35353822853, 7440.3617158556635)"
1,35992.707823375364,"(746.9637749842883, 16452.011213193164)"
1,36277.707823375364,"(814.5760463794028, 17109.211680220145)"
1,37289.707823375364,"(6379.512605875226, 16897.50621938909)"
1,37637.707823375364,"(6703.944832918019, 16057.068971960229)"
1,40270.803696649215,"(12212.400848832653, 5772.611064805115)"
1,40845.803696649215,"(12817.494896064292, 3637.6016879828967)"
1,41477.803696649215,"(12848.385564126313, 530.2262108324362)"
1,41780.803696649215,"(13270.035382161117, 101.23167692437374)"
1,42263.803696649215,"(14019.382629182399, 1455.2601272838706)"
1,42680.803696649215,"(14878.92585145354, 670.6486947155877)"
1,43146.803696649215,"(16043.939615080793, 1491.0128735954165)"
1,43615.803696649215,"(17935.308492528504, 1604.6749132328441)"
1,44178.803696649215,"(19221.406349389104, 2973.254555062259)"
1,44750.803696649215,"(16929.045834690365, 2549.7732466396483)"
1,45271.803696649215,"(17371.982563789206, 4471.9167703890525)"
1,45726.803696649215,"(15905.346237197804, 4032.5464009548905)"
1,46344.803696649215,"(14449.042305230107, 5615.447248817116)"
1,46829.803696649215,"(12402.651956030735, 5547.623659622654)"
1,47443.803696649215,"(12234.414924687046, 8392.001248555798)"
1,48796.803696649215,"(11415.566093378238, 7121.9345179569245)"
1,49258.803696649215,"(10852.892694151533, 5730.825042565688)"
1,49729.803696649215,"(8968.910439566396, 5864.215433961291)"
1,50359.803696649215,"(6017.566196335393, 5696.809887549352)"
1,51241.803696649215,"(4442.156209414605, 2397.307346673656)"
1,51517.803696649215,"(4744.53583471989, 2035.649452408075)"
1,51932.803696649215,"(5468.141438614125, 1127.5099330185424)"
1,52434.803696649215,"(3410.4824737458307, 1301.0318597055903)"
1,52898.803696649215,"(1706.9492998753599, 1033.6344233721538)"
1,53174.803696649215,"(1569.1276268453191, 507.0148683091502)"
1,53534.803696649215,"(1626.9756128379954, 1696.7542817038384)"
1,54209.803696649215,"(2201.038490553535, 4558.703250838834)"
1,54601.803696649215,"(2551.6060559112752, 5675.51811597449)"
1,55663.803696649215,"(5164.887765979167, 9182.715124765225)"
1,56262.803696649215,"(8017.028335272797, 9240.116072882654)"
1,57067.803696649215,"(10052.741862103841, 11538.077692527182)"
1,57326.803696649215,"(10284.688768272232, 11848.29137724085)"
1,57523.803696649215,"(10376.761142521442, 11825.508714898584)"
1,57826.803696649215,"(10461.956883402976, 12587.97276270525)"
1,58502.803696649215,"(12406.191027069293, 14081.595361984471)"
1,59213.803696649215,"(10786.844838313014, 16148.80310328125)"
1,59529.803696649215,"(10030.325893743991, 15965.903579335503)"
1,60165.803696649215,"(9479.232805257447, 13351.154770420544)"
1,60820.803696649215,"(9875.911927287814, 10454.656587639882)"
2,36672.14017630073,"(14264.8957444599, 15215.700972337949)"
2,38764.71713143895,"(8948.247336469092, 10652.345329100463)"
2,39370.71713143895,"(8677.03298475946, 7970.094687947469)"
2,39891.71713143895,"(6506.606615265287, 7773.54579378964)"
2,40549.71713143895,"(7354.316061188671, 5304.047353634509)"
2,41034.71713143895,"(6913.919870078389, 3631.9543360285134)"
2,41445.71713143895,"(6549.9470435582925, 2395.2426363850245)"
2,42221.71713143895,"(2577.5944382129846, 2560.9167791554487)"
2,42461.71713143895,"(2376.3583253614383, 2350.5249355420974)"
2,42737.71713143895,"(1774.0506751411122, 2412.7174220120164)"
2,43230.71713143895,"(2157.828539866089, 628.583713734685)"
2,43850.71713143895,"(364.43651303099455, 1888.8592151185678)"
2,44310.71713143895,"(817.3723253295773, 3378.701261443291)"
2,44886.71713143895,"(3213.6274651911135, 3731.3404810261154)"
2,45471.71713143895,"(3668.0901970686764, 6084.8448591907545)"
2,46550.71713143895,"(5004.857963291906, 10984.53329412241)"
2,47978.71713143895,"(9690.459703820427, 12365.09543060592)"
2,48698.71713143895,"(13434.013688117135, 12362.564809157917)"
2,49034.71713143895,"(13837.903953853865, 13039.225190052011)"
2,49660.71713143895,"(16275.900394138973, 13694.623451077585)"
2,50021.71713143895,"(16984.46820988356, 13152.257846006867)"
2,50226.71713143895,"(17129.796823766446, 13173.8726323789)"
2,50726.71713143895,"(17043.630006370804, 11038.136775489711)"
2,51438.71713143895,"(17544.010816262165, 7848.9021484527075)"
2,51768.71713143895,"(17754.083655165996, 7018.300251041574)"
2,52214.71713143895,"(16529.149322154833, 6400.992020612235)"
2,52631.71713143895,"(16197.488917092698, 5092.813095275277)"
2,53042.71713143895,"(15111.022770860973, 4575.963309832449)"
2,53787.71713143895,"(15673.060254822862, 7930.855646425403)"
2,54256.71713143895,"(13919.48412187396, 8179.058888285397)"
2,54737.71713143895,"(12134.300927657117, 8482.613426047721)"
2,55086.71713143895,"(11912.774812156886, 9431.523771003167)"
2,56796.71713143895,"(17904.136753743987, 10233.548842313323)"
2,57518.71713143895,"(17535.312735234987, 6841.634974318149)"
2,57942.71713143895,"(17546.78706761962, 5158.832554303112)"
2,58455.71713143895,"(16167.946962329223, 6092.275383467414)"
2,59000.71713143895,"(15067.563705178833, 7525.1917106183155)"
2,59277.71713143895,"(14564.326972237192, 7355.662654385064)"
2,59555.71713143895,"(14049.681679742185, 7189.823024395103)"
2,60184.71713143895,"(11509.483557517578, 7763.398524130438)"
2,60517.71713143895,"(11168.0849947161, 8484.440184939525)"
