status,start_timestamp,end_timestamp,elapsed_total_sec,elapsed_total_min,instancia,replica_id,n_scenarios,lookahead_min,scenario_time_limit_sec,parallel_backend,parallel_max_workers,parallel_cpu_reserve,parallel_log_progress,alns_max_iterations,dynamic_insertion_n_scenarios,run_msa_on_request_arrival_if_vehicle_waiting,seed,served_customers,outsourced_customers,total_customers,total_profit,total_possible_profit,profit_rate,total_distance_km,nb_trips,dynamic_pickups_inserted,dynamic_pickups_postponed,dynamic_pickups_undecided,solver,consensus_mode,parallel_workers,msa_calls,msa_scenarios_completed,msa_total_wall_time_sec,msa_avg_wall_time_sec,msa_max_wall_time_sec,parallel_worker_errors,parallel_fallback_tasks,service_rate
ok,2026-06-19T17:02:10,2026-06-19T17:12:11,601.066367899999,10.017772798333317,1,55,15,140,60.0,process,20,1,False,20000,5,True,42,104,85,189,142.0,311.0,0.4565916398713826,436.7806700298712,7,65,1,0,MSA+ALNS+ICD-dynamic-pickups,van_hentenryck,15,12,180,555.0633474995848,46.25527895829873,62.14419820019975,0,0,0.5502645502645502
